OBJECTID,GEOID,Minor_pct,Poverty_pct,Senior_pct,BIPOC_pct,ZeroCar_pct,Disability_pct,LEP_pct,Score_State,Score_Division,Score_MPO,Score_County,Key_CountyFIPS,Key_DivNbr,Key_MPO,GlobalID,Shape__Area,Shape__Length
5049,371270115023,0.29034749,0.144401544,0.160617761,0.467181467,0.074340528,0.075977654,0.209414025,13.5,13,13,14.5,127,4,Upper Coastal Plain RPO,0784606c-4401-49eb-9538-2b01ad21815e,0.00366334637351429,0.315308199302222
5050,371270114003,0.21859545,0.118694362,0.138476756,0.102868447,0,0.133676093,0.021715527,9,9,9,9,127,4,Upper Coastal Plain RPO,4ffc7f62-57c6-49f7-bebd-fc8aa1232f0f,0.0028981485741042,0.222389695057949
5051,371270106012,0.157470552,0.220086795,0.165530068,0.510229386,0.01179941,0.26745098,0.03968254,13.5,10.5,13,13,127,4,Rocky Mount Urban Area MPO,73c51a32-37ed-40fb-a1ac-18d769f2fa6b,0.000178057859557157,0.0664639543618575
5052,371330017002,0.273255814,0.214285714,0.132059801,0.481727575,0.24609375,0.304973822,0.009507347,16.5,17,14.5,14.5,133,3,Jacksonville Urban MPO,982e4590-2711-44f1-9f9b-5f603eecf597,0.000139908447181369,0.0747854114420704
5053,370810160081,0.154775604,0.149597238,0.097238205,0.113348677,0.013715711,0.127155172,0,9,9,9,9,81,7,Greensboro Urban Area MPO,450122fe-e53d-431e-8961-1a2e8c79ad6a,0.00016128058700815,0.0571385829896046
5054,370459503011,0.227108434,0.426506024,0.162650602,0.307228916,0.011111111,0.120703437,0.034836066,12.5,12.5,12.5,12,45,12,Gaston-Cleveland-Lincoln MPO,12c600a1-3805-4286-8f52-4f1f4674a77e,0.0038660771413106,0.347524237056247
5055,371330015001,0.266377649,0.495183044,0.045279383,0.726396917,0.125854993,0.071257006,0.113849765,17,17,16.5,16.5,133,3,Jacksonville Urban MPO,4ff77c91-60ec-4787-ba57-8af56c1890ee,9.55444204464584E-05,0.0506977930937327
5056,371590515012,0.111012433,0.243339254,0.126110124,0.209591474,0.024725275,0.137826962,0,9,10,10,9,159,9,Cabarrus Rowan MPO,d22532ff-f71c-41a8-9801-fc78743c96d7,6.70738561439066E-05,0.0458840869558845
5057,370370201052,0.264385692,0.155520995,0.146189736,0.213063764,0.06271777,0.279379157,0.114695341,14,13,14,14,37,8,Durham Chapel Hill Carrboro MPO,b716e5a4-7683-41d6-a9ca-dacdf6f971ff,0.00059651043170561,0.11715245572538
5058,370370201031,0.167925625,0.139453806,0.265543289,0.074956421,0,0.077087794,0.009889471,8,8,8,9,37,8,Durham Chapel Hill Carrboro MPO,acf39315-5985-40ab-9107-8ed0bef0dc62,0.000727537163129455,0.142548409790087
5059,370370201032,0.212947189,0.170357751,0.367120954,0.484667802,0,0.090301003,0.129725086,9.5,9.5,10,10,37,8,Durham Chapel Hill Carrboro MPO,96a4179f-6ded-43d1-9445-10fbd25fad8b,0.000464471631403285,0.120918830531235
5060,370370201041,0,0.06328125,0.85,0.0203125,0.089032258,0.281803543,0,7.5,8.5,7.5,7,37,8,Durham Chapel Hill Carrboro MPO,291847b3-64eb-47fd-a145-701d28d396f2,0.000204373998940355,0.0902081721234285
5061,370370201042,0.058823529,0.018487395,0.505042017,0.037815126,0.056027165,0.115732369,0,6.5,6.5,7.5,8,37,8,Durham Chapel Hill Carrboro MPO,435fc3e9-7152-4309-935c-5ed709471c34,0.00052930829701836,0.127411055601999
5062,370370204022,0.072483221,0.510067114,0.238926174,0.518791946,0.009836066,0.051424051,0.047651007,11,11,11,12,37,8,Triangle Area RPO,f106a53d-a365-4e1f-baf1-5a80c7ce2484,0.00120133063046524,0.186884679696995
5063,370370204012,0.114592659,0.227394808,0.418084154,0.3912265,0,0.252858958,0.033621518,9.5,9.5,9.5,10.5,37,8,Triangle Area RPO,a0cbbe47-4b1a-4148-ae8c-f0d89e720044,0.000640474198007723,0.140234429846301
5064,370370207021,0.137573005,0.057754705,0.350421804,0.06229721,0,0.237234878,0.001339585,7.5,8,7.5,9.5,37,8,Triangle Area RPO,dd212c5e-dfb7-4a3f-92c7-76779ad5b450,0.00589757394550361,0.351207139573049
5065,370370204021,0.326787117,0.479968578,0.016496465,0.826394344,0,0.039900249,0.23270952,16,16,16,16,37,8,Triangle Area RPO,fd107f3b-b6d0-45b7-bb06-ffd20a320209,0.000431698879765463,0.100851152153904
5066,371690704002,0.273657289,0.268542199,0.045396419,0.166879795,0.009975062,0.152542373,0,12.5,12.5,12.5,12.5,169,9,Winston Salem Urban Area MPO,b147982c-e1ca-4849-b281-48d168fdff78,0.00241787559571094,0.340592874708287
5067,371690706001,0.285356248,0.273182957,0.071249552,0.097744361,0,0.25076297,0.020022247,12.5,13.5,12.5,12.5,169,9,Northwest Piedmont RPO,eeb117fc-ee55-4e1a-864e-e93dd8cfebef,0.00536227273869372,0.436349800507867
5068,371690702003,0.050240881,0.139710943,0.342050929,0.037852719,0.015490534,0.21875,0,7.5,7.5,7.5,7.5,169,9,Northwest Piedmont RPO,908d21b9-20a6-43bc-946c-b7521f0800d4,0.00774168353041205,0.447768135919088
5069,370570618072,0.094972067,0.168218498,0.199875854,0.041589075,0,0.213458755,0,7.5,7.5,7.5,7.5,57,9,High Point Urban Area MPO,1af0820c-aed0-4aed-addd-62d5bac55775,0.00211311349698917,0.22235669852643
5070,370570618032,0.242857143,0.246218487,0.201680672,0.118487395,0,0.151927438,0,9.5,9.5,9.5,9.5,57,9,High Point Urban Area MPO,34ef40ff-1bca-4424-a923-827529b5485a,0.00140288953480194,0.156352218094771
5071,370570618062,0.144046095,0.125480154,0.116517286,0.011523688,0.081180812,0.067739204,0,8,9,9,9,57,9,High Point Urban Area MPO,7f1e4bd6-42a7-41ed-af0c-8066a780bd4d,0.00193528744443938,0.213152912111357
5072,370570603021,0.237065637,0.231660232,0.125868726,0.059459459,0.019607843,0.117021277,0,10,10,9.5,11,57,9,Winston Salem Urban Area MPO,7e7525a8-30f0-46bf-81c3-4ed5c9886a75,0.000849394957185723,0.173175725721392
5073,370210022032,0.191161357,0.227646454,0.177800617,0.19938335,0.018987342,0.200127877,0.042440318,11,13,13,13,21,13,French Broad River MPO,49df677e-543d-4670-a4b4-d673e5ef453b,0.000999741194618764,0.218066468011089
5074,370210022061,0.117833136,0.044286279,0.491103203,0.227362594,0.119746233,0.209245742,0.08861267,10,11,11,11,21,13,French Broad River MPO,40ef8648-3b15-4935-9ae4-c1c54415576f,0.00100446432224999,0.201510420705821
5075,370970612053,0.155115512,0.047854785,0.186468647,0.079207921,0.038461538,0.127236581,0,8.5,7,9.5,7,97,12,Charlotte Regional Transportation Planning Organization,41207dd5-4b47-429f-a7ef-60efac22d979,0.00128424941226513,0.186655598872493
5076,370570601031,0.130922693,0.070448878,0.346633416,0.11159601,0.026809651,0.22876304,0.05655527,8.5,8.5,8.5,9,57,9,High Point Urban Area MPO,913b1463-4c3a-4ad4-b832-4446ab510565,0.00203069093413433,0.22139762477601
5077,370570601032,0.145598194,0.115124153,0.348758465,0.190744921,0,0.161643836,0,6.5,7.5,7.5,8,57,9,High Point Urban Area MPO,7be3ff27-cf45-4ee0-85ef-31f524a07d57,0.00129855107252297,0.257426283644815
5078,370570611012,0.147619048,0.291666667,0.464285714,0.008928571,0.010471204,0.272522523,0,9.5,10.5,10.5,9.5,57,9,High Point Urban Area MPO,ecb5a1c1-dbce-419c-939a-cc1ca57de097,0.000439636011378752,0.0905415839710507
5079,370570618061,0.244959677,0.255040323,0.112903226,0.068548387,0.053412463,0.228304406,0.01459854,12,12,13,13,57,9,High Point Urban Area MPO,061f0a66-a73d-4725-a786-93497e0192ee,0.000696267704597631,0.150696116410725
5080,370570619042,0.242328875,0.116443745,0.101494886,0,0.034632035,0.162790698,0,9,9,10,9,57,9,High Point Urban Area MPO,85e02f54-cd86-4035-b6f2-72ea37bae839,0.00101713755020683,0.188410081008154
5081,370570601042,0.103585657,0.146746348,0.316069057,0.041168659,0.008391608,0.08962963,0,6.5,6.5,6.5,6.5,57,9,High Point Urban Area MPO,6d5cf3d9-5180-463e-929d-dee8a4fe4dce,0.00130480003304001,0.178076305148672
5082,370570601043,0.329585383,0.287420942,0.094869993,0.259311314,0.012195122,0.131995776,0,11,12.5,11,12.5,57,9,High Point Urban Area MPO,b24fa7c9-6cb2-406d-a057-67299541a262,0.00111733136782277,0.188696118044484
5083,370570611011,0.130102041,0.307397959,0.280612245,0.033163265,0,0.263327948,0,9.5,9,7.5,7.5,57,9,High Point Urban Area MPO,14f2f6ac-df1c-4f70-8ac3-c68c211a68b4,0.000280085308304479,0.0832696984034697
5084,370570617052,0.188723206,0.160764212,0.130941286,0.067101584,0,0.127886323,0.032544379,9,9,9,9,57,9,High Point Urban Area MPO,4a3bd0b6-cedd-42a6-a321-f3cfe06a536b,0.00170133651204196,0.181680709668206
5085,370570618082,0.148594378,0.106425703,0.379518072,0.19210174,0,0.204219409,0,7.5,7.5,7.5,9,57,9,High Point Urban Area MPO,179f0a1c-e5c2-4773-b251-6590e6eb6cba,0.00200855578395931,0.215812460761601
5086,370570619032,0.158326497,0.302707137,0.188679245,0.028712059,0,0.16252588,0,9.5,9.5,9.5,8.5,57,9,High Point Urban Area MPO,f3290d5e-bf96-4e87-8717-b82fde2088ae,0.00159884213212536,0.171014019088053
5087,370570619041,0.086178862,0.227642276,0.399186992,0.008943089,0.059322034,0.25,0,8.5,9.5,8.5,8.5,57,9,High Point Urban Area MPO,bcb0a387-7d4a-42f7-b2b5-1f0c81d21858,0.00149651052493027,0.259792175255893
5088,370570618051,0.145454545,0.286060606,0.32969697,0,0,0.306240929,0,7.5,8.5,8.5,8.5,57,9,High Point Urban Area MPO,6d63d570-5f35-45a1-9e95-e09b95d4fb66,0.000916061370389798,0.149996598824302
5089,370570618063,0.111239861,0,0.23986095,0.015063731,0,0.201315789,0,6.5,6.5,6.5,6.5,57,9,High Point Urban Area MPO,a87a3152-9f1e-4a03-b2b5-20526f3fa0db,0.00285852714682733,0.248722242933302
5090,370670034031,0.334006054,0.344096872,0.065085772,0.711907164,0.035511364,0.103341103,0.090111176,15,15,15,15,67,9,Winston Salem Urban Area MPO,0c5ac804-3a48-4e2d-b26c-df623da8099f,0.000510530376004681,0.112050795943329
5091,370570618052,0.162746039,0.290446471,0.195871339,0.036485838,0,0.155131265,0.04009901,10.5,10.5,10.5,9,57,9,High Point Urban Area MPO,23dffb78-1e05-4638-ae3b-665b32053f83,0.00147608914539887,0.174524311385276
5092,370570601041,0.327131783,0.092713178,0.094573643,0.213643411,0.005476451,0.072866731,0.035645472,11,11,11,12,57,9,Winston Salem Urban Area MPO,313a2a9e-6c0d-4296-bf66-deb7e3216509,0.000951951459683187,0.165520580793542
5093,370570617042,0.255987055,0.418770227,0.062459547,0.148220065,0.017782427,0.143374039,0.037894031,13,13,12,12,57,9,High Point Urban Area MPO,44005932-1253-477f-99d3-8358d6f9084c,0.00591054452183926,0.445582396796467
5094,370570611022,0.37458978,0.356774496,0.166901078,0.23488045,0,0.127436282,0.027494908,10.5,10.5,10.5,11.5,57,9,High Point Urban Area MPO,f29b6ce5-8eea-459e-b9db-e1350686f661,0.000690240108042417,0.118668699213543
5095,371830545024,0.315897436,0.436923077,0.041025641,0.779487179,0,0.097859327,0.406134969,16,16,16,17.5,183,5,Capital Area MPO,8b9f8379-1db5-4799-96bf-ab5eebdb83de,0.000127509705862394,0.0544724755717927
5096,371830541061,0.145530146,0.206237006,0,0.865696466,0,0.087557604,0.097713098,13,13,13,13,183,5,Capital Area MPO,5befbebe-a82e-4c01-9067-9ffa00271445,7.83080374731071E-05,0.0589390233824077
5097,371830523042,0,0.745588235,0,0.176470588,0,0,0.042647059,8.5,8.5,8.5,8.5,183,5,Capital Area MPO,0ce6d3e4-c776-464e-a976-3cfd27e849c9,2.70998777978093E-05,0.0312077003018395
5098,371830537281,0.056034483,0.148706897,0,0.504310345,0.065967016,0.01369863,0.22737069,12.5,11.5,13,13.5,183,5,Capital Area MPO,bd591cb3-da99-4938-90a9-dba0a29e65e4,1.92054160379485E-05,0.0180451356043484
5099,371939607002,0.134511914,0.305918524,0.28132206,0.026902383,0.036053131,0.103907638,0,8,9.5,9.5,8.5,193,11,High Country RPO,2ae16242-8d6d-4772-bec8-b0ed3eac5d69,0.000582728592235071,0.0981694284978047
5100,371939605003,0.033613445,0.242016807,0.329411765,0.216806723,0.063253012,0.249070632,0,8.5,9.5,10.5,10.5,193,11,High Country RPO,80fa24c7-d69d-454e-aee5-1bb4207a5ae2,0.000332779085283619,0.0866337480777096
5101,371939611001,0.223613596,0.356887299,0.293381038,0.32647585,0.049910873,0.203814064,0.050609185,12.5,15.5,15.5,14.5,193,11,High Country RPO,20ef1f3a-9a84-44fe-bbd1-fca491bfcd85,0.00144423325605203,0.286075251268512
5102,371190054062,0.169230769,0.444055944,0.141258741,0.977622378,0.117829457,0.104203152,0,14.5,13.5,13.5,14.5,119,10,Charlotte Regional Transportation Planning Organization,9a8e27a4-d6d2-46ff-aea9-318f30e9e54e,0.000259003785004097,0.0899013798867214
5103,370810154024,0.310324656,0.372916057,0.097689383,0.749926879,0,0.127809608,0.091645885,14.5,14.5,14.5,14.5,81,7,Greensboro Urban Area MPO,222b8551-1eb8-4668-925e-87db9c1d7d4d,0.000958727461011222,0.142017977443087
5104,370810161023,0.098562628,0.194045175,0.27926078,0.354209446,0.151571165,0.107019563,0.025755879,10,10,9,9,81,7,Greensboro Urban Area MPO,512571c1-f048-44fa-8295-4c516723b33a,0.000113129317696803,0.046604733622188
5105,371039201001,0.176506391,0.362142422,0.2008521,0.458307973,0.045911047,0.229150429,0.001891551,12.5,12.5,15.5,12.5,103,2,Down East RPO,925bc176-8a85-4297-9e54-adbf35f56fb0,0.015006176163979,0.65504475837684
5106,371039202002,0.169437846,0.426761679,0.239113222,0.380839272,0.019313305,0.358778626,0,14,13,14,14,103,2,Down East RPO,7a9cd1ff-8575-4211-a9c1-221145af4158,0.0241500826141419,0.874070138222909
5107,371039203003,0.156069364,0.328757225,0.174855491,0.200867052,0.086811352,0.27264574,0.032061069,12.5,11,14,13.5,103,2,Down East RPO,9e9327f1-e5c3-4887-9dc5-619901f60013,0.0140401534879402,0.704241608943057
5108,371039202001,0.133506157,0.322747894,0.32404407,0.479585224,0.034818942,0.315706393,0,11,11,14,11,103,2,Down East RPO,fc5d3dff-c5ac-4461-8040-806b4d6af1e5,0.0143153775175051,0.935116993514769
5109,371039203002,0.043360434,0.399728997,0.275067751,0.20596206,0.069148936,0.29512894,0,10.5,10.5,13.5,10.5,103,2,Down East RPO,18aab41f-ffea-4ce6-8239-bd26ef372f16,0.0160944739277511,0.732593091784907
5110,371039203001,0.244343891,0.355656109,0.128506787,0.431674208,0.045977011,0.241717791,0.044651163,13,13,16,16,103,2,Down East RPO,d9bf42f5-daff-4b63-946d-0b4d58906309,0.0146580837067631,0.694608207489281
5111,371190055322,0.086794214,0.239384041,0,0.731684554,0.025934401,0.014675052,0.245656371,14.5,14.5,14.5,14,119,10,Charlotte Regional Transportation Planning Organization,dd345683-b0e2-4a2c-8046-aaf1f957bfbf,0.00027639999962048,0.0708507630380033
5112,371190058511,0.219217769,0.22549493,0.163206181,0.465958474,0,0.062010444,0.028659161,10.5,10.5,10.5,10.5,119,10,Charlotte Regional Transportation Planning Organization,6ff09967-d641-47cf-a5be-621c4dea80e6,0.000289549608623929,0.0769153548636903
5113,370630013012,0.164383562,0.557077626,0.161339422,0.856925419,0.340361446,0.178506375,0.067961165,17,16.5,16.5,16.5,63,5,Durham Chapel Hill Carrboro MPO,21b6755d-2c40-474a-82b4-afe89b487edf,3.40058734309423E-05,0.031668562548254
5114,370419302012,0.175890826,0.422289613,0.258529189,0.313874147,0.107255521,0.28744186,0.119139124,15,15,16,16,41,1,Albemarle RPO,213dbf7d-4729-4581-913a-8ad986b34a34,0.00118502069472015,0.209253263134432
5115,370630018095,0.174434702,0.216889709,0.269958468,0.570835256,0.020669291,0.076112412,0,10.5,10.5,10.5,10.5,63,5,Durham Chapel Hill Carrboro MPO,a656e997-bed9-42b8-a612-58d24f9f1c4e,0.000186250906153873,0.0848864200525482
5116,370630018094,0.163101604,0.032085561,0.090909091,0.483957219,0,0.14057508,0.171122995,11,12,12,12,63,5,Durham Chapel Hill Carrboro MPO,61ef6c65-d36e-4282-8ff4-7cf993dc78db,0.000203671857434529,0.0695731458615957
5117,371790210201,0.379157428,0,0,0,0,0.104089219,0,8,8,8,9,179,10,Charlotte Regional Transportation Planning Organization,044709ee-a00a-40fb-9a25-d745c17dcc16,0.000146034131148554,0.0678589273347698
5118,371790203083,0.328049621,0.155754652,0.045141282,0.415920055,0,0.242048518,0.054207733,12.5,13.5,13.5,14.5,179,10,Charlotte Regional Transportation Planning Organization,63e4def6-db1b-46c4-8dd2-123da7975a77,0.000144907057119781,0.0635061488272471
5119,371790204062,0.269161569,0.389348687,0.051457359,0.952141058,0.24496124,0.14958775,0.229143493,18,18,18,18,179,10,Charlotte Regional Transportation Planning Organization,02131cfd-a55c-4c78-b179-cc8958896b48,0.000143808362054187,0.0581223296898395
5120,371790203211,0.339185954,0.495610535,0.161213089,0.560255387,0.18852459,0.022486772,0.112446352,16,15,15,17,179,10,Charlotte Regional Transportation Planning Organization,e48bc53d-2886-47fb-9e1b-7c5f2811df4e,0.000556654137199075,0.123170488752841
5121,371790205012,0.421845574,0.496547395,0.099811676,0.696798493,0.116331096,0.123995408,0.119013062,17,18,18,18,179,10,Charlotte Regional Transportation Planning Organization,da8d7b92-7ffd-4482-a9b6-6b8d9b5224e4,0.000130407613596617,0.0570964418894233
5122,371790206014,0.306719894,0.592149035,0.05655356,0.874251497,0.149425287,0.07715736,0.384897361,18,18,18,18.5,179,10,Charlotte Regional Transportation Planning Organization,032ab67d-4aa4-4044-aace-2955d469dc5d,0.00108104655350871,0.154873702091791
5123,371790206013,0.077197999,0.25375268,0.170121515,0.153681201,0,0.068911511,0.002934703,8,8,8,8,179,10,Charlotte Regional Transportation Planning Organization,03262175-c9e4-4c43-a7f5-ef6e0969aabb,0.000925778780356268,0.166329644580882
5124,371790210204,0.241455347,0.014332966,0.029768467,0.379823594,0,0.036833856,0,9.5,9.5,9.5,9.5,179,10,Charlotte Regional Transportation Planning Organization,da43e3db-2d92-4470-aa2a-34e5336eb52d,0.000229073771151889,0.0733162254107229
5125,371790203153,0.371755725,0.105343511,0.072519084,0.059541985,0.065,0.105063291,0.008726003,11,11,11,13,179,10,Charlotte Regional Transportation Planning Organization,657a9122-97ba-4c5f-8b35-135fd0819021,0.000302916849477697,0.0894537030816886
5126,370710315002,0.292940523,0.558087827,0.144524736,0.462479155,0.2953125,0.220352564,0.090556274,18,18,18,18,71,12,Gaston-Cleveland-Lincoln MPO,8718eccc-18ed-4f4d-a6db-db4e2e9a047e,0.00109670149890917,0.157889675456736
5127,370710307003,0.202236719,0.264678472,0.208760485,0.135135135,0.052873563,0.148825065,0.012609117,11,10,10,10,71,12,Gaston-Cleveland-Lincoln MPO,534c3b2b-49a9-4a78-8123-9fab0eb5055b,0.000409060733318256,0.109975984767123
5128,371190010001,0.23442623,0.007377049,0.156557377,0.07295082,0,0.083977901,0.037137681,9,8,8,8,119,10,Charlotte Regional Transportation Planning Organization,88474b0a-42a9-427b-8451-3717afad5f3c,5.50485515304899E-05,0.0300778355225248
5129,371190010002,0,0.025839793,0.082687339,0.124031008,0.081395349,0.059620596,0,7,7,7.5,7,119,10,Charlotte Regional Transportation Planning Organization,38fee0d8-3528-4819-a624-b56a2fd57836,3.83671240342665E-05,0.0269009278099247
5130,371190010003,0.031746032,0.051398337,0.022675737,0.287981859,0.031862745,0.028103044,0.00620155,9,9,9,9,119,10,Charlotte Regional Transportation Planning Organization,adfce168-8f4f-4742-a6cc-d1ddfc2f807d,6.36372612916603E-05,0.0383929690382954
5131,371190011001,0.283479349,0.143929912,0.076345432,0.135168961,0,0.050655022,0.018754186,10,10,10,10,119,10,Charlotte Regional Transportation Planning Organization,e90bcd72-bc75-49b9-9191-73307b174c21,9.37139714096702E-05,0.041029218228695
5132,370970612033,0.073979592,0.066326531,0.317602041,0.038265306,0,0.090267983,0,5.5,5.5,5.5,5.5,97,12,Charlotte Regional Transportation Planning Organization,19a127ca-9305-4a31-b20d-a4537629ca50,0.000566862945333924,0.128349140141017
5133,370879205011,0.148401826,0.114155251,0.213242009,0.047945205,0.020089286,0.247987118,0.004337349,10,11,11.5,11.5,87,14,French Broad River MPO,3afd9613-44f0-4df8-8650-3b1489df52aa,0.00232188492896057,0.223997974965783
5134,370879212022,0.164565362,0.713337757,0.248175182,0.01260783,0.070957096,0.16080402,0,11.5,10.5,11.5,11,87,14,French Broad River MPO,54085b97-1bad-4763-87b2-61e95692d219,0.00211238106885503,0.228597243799496
5135,370879206021,0.231732777,0.086638831,0.25782881,0.054279749,0,0.110791367,0,7.5,8.5,8.5,9.5,87,14,French Broad River MPO,4bc09981-6733-4232-bd1e-3624ec475d46,0.00053436064285961,0.143953174800472
5136,370879205022,0.14028777,0.227817746,0.177458034,0.158273381,0.038189533,0.172035139,0.012048193,10,12,13,13.5,87,14,French Broad River MPO,c58c73ae-184e-41cd-ac60-6df007d44440,0.000444235417262462,0.112331292624228
5137,370879212011,0.212376934,0.196905767,0.317862166,0,0.034782609,0.376785714,0,8.5,10.5,11.5,9.5,87,14,French Broad River MPO,adf2b5e3-18cd-434c-b9a0-9b9382c78e8d,0.000102829652860237,0.0443764216267556
5138,370079201003,0.239446367,0.302422145,0.102422145,0.773010381,0.105177994,0.231123389,0,14.5,15.5,14.5,14.5,7,10,Rocky River RPO,199f95be-b050-4b9b-a3cf-9d9e21a6cae4,0.00184501536205062,0.22476126879639
5139,370010201001,0.16734034,0.330638642,0.176232821,0.163298302,0.102466793,0.171370968,0.025086505,12,11,12,12,1,7,Burlington Graham MPO,781d0b5f-8d38-45fa-92b8-9ce192c3343e,9.84039272680093E-05,0.0446314013743696
5140,370570614002,0.082582583,0.457957958,0.235735736,0.430930931,0.310126582,0.258382643,0.04,14,14.5,13,14,57,9,High Point Urban Area MPO,d34b0a31-905a-4f86-9f7a-86cfce0e1753,0.00019221841671424,0.091133446972534
5141,371070110012,0.108132261,0.188561215,0.341376229,0.338695264,0.178875639,0.490835031,0,10.5,10.5,9.5,9.5,107,2,East Carolina RPO,3bacf1b2-0d1d-4971-8c95-3f6e507f647d,0.000633022207011891,0.116810607665391
5142,371759601001,0.149038462,0.300480769,0.208333333,0.012019231,0.077220077,0.182592242,0,10.5,12,10.5,11.5,175,14,French Broad River MPO,063ab07e-0583-4a7a-8e28-84461200ec54,0.00164936016494721,0.182132056022299
5143,370710326002,0.229116945,0.241050119,0.105011933,0.386634845,0.059782609,0.308441558,0.02962963,14.5,14.5,14.5,14.5,71,12,Gaston-Cleveland-Lincoln MPO,4305fe8b-2241-4a7c-a586-68f48371fe7b,8.85926292539807E-05,0.0429487132648
5144,370710310011,0.2734375,0.197916667,0.134548611,0.524305556,0.053763441,0.013142174,0.057745188,12,15,15,15,71,12,Gaston-Cleveland-Lincoln MPO,901ff7d6-2aa8-45ca-8d52-a8162f86ed60,0.000983418550049464,0.176360891783566
5145,370970603003,0.237391304,0.385217391,0.083478261,0.63826087,0.203791469,0.195913462,0.01682243,15.5,17,14,17,97,12,Charlotte Regional Transportation Planning Organization,f4d17216-c252-4bc4-9ade-f4ce561f1afd,0.000141753828074798,0.0643455055624548
5146,370190205084,0,0.334593573,0.308128544,0.24952741,0,0.268431002,0,8.5,8.5,10.5,8.5,19,3,Grand Strand Transportation Study Area,667180c6-4fb0-4ea2-8196-3b3a2da082a8,0.00180287944954216,0.260169777479812
5147,370190201061,0.178146412,0.17562207,0.182834475,0.10782546,0.105802048,0.222836096,0,10.5,11,10.5,11,19,3,Wilmington Urban Area MPO,300c272b-cb6c-48f6-ba01-a4c130da8d83,0.00301856949499779,0.239850958127298
5148,370190201082,0.132433572,0.309995782,0.122733024,0.684521299,0.059929495,0.227045908,0.017756605,13.5,13.5,13.5,14.5,19,3,Wilmington Urban Area MPO,f9d647d0-0af6-4aa4-8783-1ed3fbfcf54d,0.00152063103041655,0.254896108395359
5149,370190203152,0,0.33836858,0.401812689,0.078549849,0,0.072507553,0,5.5,6,6,6,19,3,Cape Fear RPO,76290a0d-a7a4-4b96-bc07-3ad626b25350,0.000110792316263542,0.0429938894396436
5150,370190203053,0.067340067,0.070707071,0.496071829,0.126823793,0,0.194647202,0,6.5,6.5,6.5,6.5,19,3,Cape Fear RPO,7a795bfe-9f10-4bda-8803-7a60ce654efc,0.000817174859321312,0.140359998952185
5151,370190202053,0.113557358,0.006373117,0.409617613,0.034762457,0.020771513,0.214443626,0.010669828,8.5,8.5,8.5,10,19,3,Wilmington Urban Area MPO,ae76fc61-c11e-4217-8a70-efc34bf0c787,0.00580405776281623,0.492548328918052
5152,370190204053,0.213806328,0.277085331,0.195589645,0.044103547,0.035714286,0.275397797,0,11.5,12.5,12.5,11,19,3,Grand Strand Transportation Study Area,0149f22a-afa2-47df-ab9d-fd8fbc228e76,0.00122171204179722,0.293855771729255
5153,370190203043,0,0.037656904,0.638075314,0.009414226,0,0.075313808,0,4.5,4.5,4.5,4.5,19,3,Cape Fear RPO,f79c0ba0-805a-4289-818d-7757b8e7042f,0.00112346450828227,0.150806336593407
5154,370190204081,0.173139159,0.357605178,0.237055016,0.28802589,0.031598513,0.204060914,0.018348624,11,12.5,15,13,19,3,Grand Strand Transportation Study Area,e78a124c-4370-424c-9be3-664afca2e535,0.00115582483908838,0.17940577045177
5155,370190206032,0.176383399,0.289031621,0.13784585,0.411067194,0.037953795,0.255734919,0.004138645,13,13,13,14.5,19,3,Cape Fear RPO,0fa2482b-1b5f-4a49-ab90-969075f11497,0.00405072945932261,0.425900864242801
5156,370190204093,0.157142857,0.491428571,0.328571429,0,0,0.240677966,0,8.5,9.5,9.5,9.5,19,3,Grand Strand Transportation Study Area,660d6861-9263-416c-80e8-7967ea680bb6,0.000237319394500446,0.0886255821140354
5157,370190206013,0.252136752,0.377777778,0.120512821,0.32991453,0.097426471,0.19790454,0,12.5,13.5,14.5,14.5,19,3,Cape Fear RPO,93d496f9-133e-4b13-9c50-32d1b85faa07,0.0274020830543122,0.929412521192333
5158,370190204083,0.320247934,0.532024793,0.304752066,0.405991736,0,0.171974522,0,13,13,13,14,19,3,Grand Strand Transportation Study Area,39d19526-fa0f-4dcc-91c4-5ed25374d3d7,0.000950574667740511,0.173148910928659
5159,370190205131,0.05484598,0.109691961,0.172802404,0.422238918,0,0.201577564,0,8.5,9.5,10.5,10.5,19,3,Grand Strand Transportation Study Area,b8fbc6ed-9aa4-4448-8bf6-c317713b5da1,0.00134655811530138,0.177713776346284
5160,370190205142,0.077089337,0.14481268,0.492074928,0.041066282,0.05065123,0.339920949,0,8.5,8.5,10.5,8.5,19,3,Grand Strand Transportation Study Area,aaa4a070-03d2-464d-b00d-4128305f684f,0.000556215150027128,0.177898058471114
5161,371379502023,0,0.075208914,0.444289694,0.121169916,0,0.282729805,0.080779944,8,7,8,9,137,2,Down East RPO,f2a0d447-289e-4093-9de4-b4a132519bce,0.0146344179236166,0.584463634831347
5162,371379502042,0.118483412,0.40521327,0.234597156,0.009478673,0,0.099462366,0,7.5,7.5,8.5,9,137,2,Down East RPO,6c47f05c-9974-4f03-88a5-a7cdf62a798c,0.00262334648869,0.252423077738761
5163,371379502031,0,0,0.606481481,0.259259259,0.275229358,0.226851852,0.083333333,8.5,8,10,10.5,137,2,Down East RPO,7c8eb14e-5638-4356-b233-b7ebf221a983,0.00149591684998995,0.176830835333456
