INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,nearest_station,station_list
20171006-1546-01,400 EAST BV,28208,35.210013,-80.855405,Providence,3,Indoors,Commercial Place,Other - Commercial Place,Intimidation,2017-10-06,2017,15,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.855405 35.210013),East/West,['East/West']
20240225-1317-00,200 E BLAND ST,28208,35.217008,-80.854286,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2024-02-25,2024,13,Sunday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20220531-2351-02,1400 WINNIFRED ST,28208,35.21757,-80.856857,Central,339,Indoors,Residential,Apartment/Duplex Private Res,Robbery,2022-05-31,2022,23,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.856857 35.21757),Bland,['Bland']
20190315-1342-00,300 E TRADE ST,28208,35.226243,-80.841973,Central,476,Outdoors,Open Area,Street/Highway,False Pretenses/Swindle,2019-03-15,2019,13,Weekday,0,Fraudulent Financial Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240114-1521-01,300 E 7TH ST,28208,35.228585,-80.838701,Central,476,Outdoors,Open Area,Public Park/Playground,Aggravated Assault,2024-01-14,2024,15,Sunday,4,Sexual Violent Crimes,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20230824-1810-03,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2023-08-24,2023,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20240906-2245-03,500 N TRYON ST,28208,35.230244,-80.838738,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,2024-09-06,2024,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838738 35.230244),9th Street,['9th Street']
20241003-0100-01,400 E TRADE ST,28208,35.224569,-80.839996,Central,476,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,2024-10-03,2024,1,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230103-0408-00,300 N TRYON ST,28208,35.228772,-80.840838,Central,476,Indoors,Public/Non-Residential,Community Center,All Other Offenses,2023-01-03,2023,4,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840838 35.228772),7th Street,"['7th Street', 'CTC/Arena']"
20190521-1408-04,200 W MARTIN LUTHER KING JR BV,28208,35.225846,-80.847447,Central,476,Indoors,Retail,Convenience Store,Shoplifting,2019-05-21,2019,14,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20220816-1342-02,200 W 10TH ST,28208,35.23278,-80.837512,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Sudden/Natural Death Investigation,2022-08-16,2022,13,Weekday,9,Non-Criminal Incident Reports,POINT (-80.837512 35.23278),9th Street,['9th Street']
20220825-0822-03,200 N CALDWELL ST,28208,35.224565,-80.837927,Central,476,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2022-08-25,2022,8,Weekday,1,Property Theft and Vandalism,POINT (-80.837927 35.224565),7th Street,"['7th Street', 'CTC/Arena']"
20251030-1531-03,200 E 9TH ST,28208,35.229334,-80.835683,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,Drug/Narcotic Violations,2025-10-30,2025,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20170225-0837-01,200 E BLAND ST,28208,35.217008,-80.854286,Central,3,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2017-02-25,2017,8,Saturday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20250130-1340-02,100 W 5TH ST,28208,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,2025-01-30,2025,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20230430-0949-00,500 N TRYON ST,28208,35.230244,-80.838738,Central,476,Outdoors,Open Area,Street/Highway,Aggravated Assault,2023-04-30,2023,9,Sunday,4,Sexual Violent Crimes,POINT (-80.838738 35.230244),9th Street,['9th Street']
20250616-1432-02,300 S CHURCH ST,28208,35.226138,-80.847028,Central,476,Outdoors,Open Area,Public Park/Playground,All Other Thefts,2025-06-16,2025,14,Weekday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3rd St/Convention,['3rd St/Convention']
20220412-1605-02,300 N TRYON ST,28208,35.228772,-80.840838,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2022-04-12,2022,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840838 35.228772),7th Street,"['7th Street', 'CTC/Arena']"
20241101-2054-01,100 E PARK AV,28208,35.214699,-80.857006,Central,3,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,2024-11-01,2024,20,Weekday,1,Property Theft and Vandalism,POINT (-80.857006 35.214699),Bland,"['Bland', 'East/West']"
20200910-0204-03,100 W TREMONT AV,28208,35.210487,-80.860549,Central,388,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2020-09-10,2020,2,Weekday,1,Property Theft and Vandalism,POINT (-80.860549 35.210487),East/West,['East/West']
20200415-1847-03,100 E 3RD ST,28208,35.225651,-80.845306,Central,476,Other,Open Area,Street/Highway,Driving Under The Influence,2020-04-15,2020,18,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),3rd St/Convention,"['3rd St/Convention', 'CTC/Arena']"
20240720-0212-00,200 N TRYON ST,28208,35.227994,-80.841946,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2024-07-20,2024,2,Saturday,4,Sexual Violent Crimes,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20250223-1600-01,200 N COLLEGE ST,28208,35.227041,-80.840856,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Motor Vehicle Theft,2025-02-23,2025,16,Sunday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20251118-1517-01,200 N TRYON ST,28208,35.227994,-80.841946,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,All Other Offenses,2025-11-18,2025,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20250904-1625-00,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Other,Open Area,Other - Open Area,Pornography/Obscene Material,2025-09-04,2025,16,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20240128-1852-00,200 S TRYON ST,28208,35.226412,-80.844208,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-01-28,2024,18,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20191203-0251-00,200 E BLAND ST,28208,35.217008,-80.854286,Central,3,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2019-12-03,2019,2,Weekday,4,Sexual Violent Crimes,POINT (-80.854286 35.217008),Bland,['Bland']
20241226-1339-03,300 E 7TH ST,28208,35.228585,-80.838701,Central,476,Outdoors,Open Area,Public Park/Playground,Other Unlisted Non-Criminal,2024-12-26,2024,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20240804-1755-03,600 N CHURCH ST,28208,35.232696,-80.837638,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,2024-08-04,2024,17,Sunday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),9th Street,['9th Street']
20250905-2049-01,500 E 7TH ST,28208,35.226069,-80.835717,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,2025-09-05,2025,20,Weekday,4,Sexual Violent Crimes,POINT (-80.835717 35.226069),7th Street,"['7th Street', '9th Street']"
20201212-1746-03,300 E TRADE ST,28208,35.226243,-80.841973,Central,476,Outdoors,Open Area,Bus Stop,Purse-Snatching,2020-12-12,2020,17,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20250805-1619-03,400 E TRADE ST,28208,35.224569,-80.839996,Central,476,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Other Unlisted Non-Criminal,2025-08-05,2025,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20260213-1024-01,900 N COLLEGE ST,28208,35.232917,-80.832622,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2026-02-13,2026,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832622 35.232917),9th Street,['9th Street']
20250621-0144-01,200 E BLAND ST,28208,35.217008,-80.854286,Central,339,Outdoors,Open Area,Street/Highway,Simple Assault,2025-06-21,2025,1,Saturday,4,Sexual Violent Crimes,POINT (-80.854286 35.217008),Bland,['Bland']
20170826-0229-01,300 S CHURCH ST,28208,35.226138,-80.847028,Central,476,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,2017-08-26,2017,2,Saturday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3rd St/Convention,['3rd St/Convention']
20190402-1624-00,200 W TRADE ST,28208,35.228131,-80.844166,Central,476,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2019-04-02,2019,16,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.844166 35.228131),CTC/Arena,['CTC/Arena']
20240322-0103-00,100 W KINGSTON AV,28208,35.213679,-80.857913,Central,388,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,2024-03-22,2024,1,Weekday,1,Property Theft and Vandalism,POINT (-80.857913 35.213679),East/West,"['East/West', 'Bland']"
20180207-1342-03,600 E 7TH ST,28208,35.22524,-80.83476,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2018-02-07,2018,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83476 35.22524),7th Street,['7th Street']
20200908-1422-00,500 N CHURCH ST,28208,35.231162,-80.839797,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2020-09-08,2020,14,Weekday,1,Property Theft and Vandalism,POINT (-80.839797 35.231162),9th Street,['9th Street']
20250725-2041-03,300 E 7TH ST,28208,35.228585,-80.838701,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Simple Assault,2025-07-25,2025,20,Weekday,4,Sexual Violent Crimes,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20240723-0118-02,600 N TRYON ST,28208,35.231598,-80.836839,Central,476,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Drug/Narcotic Violations,2024-07-23,2024,1,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.836839 35.231598),9th Street,['9th Street']
20170525-1507-01,100 PHIFER AV,28208,35.231598,-80.836839,Central,476,Outdoors,Open Area,Street/Highway,Weapon Law Violations,2017-05-25,2017,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.836839 35.231598),9th Street,['9th Street']
20241017-1130-02,200 W TRADE ST,28208,35.228131,-80.844166,Central,476,Parking Deck,Retail,Other - Retail,Theft From Motor Vehicle,2024-10-17,2024,11,Weekday,1,Property Theft and Vandalism,POINT (-80.844166 35.228131),CTC/Arena,['CTC/Arena']
20180706-1320-01,300 EAST BV,28208,35.21087,-80.85654,Providence,3,Indoors,Commercial Place,Other - Commercial Place,Counterfeiting/Forgery,2018-07-06,2018,13,Weekday,8,Fraudulent Identity Crimes,POINT (-80.85654 35.21087),East/West,['East/West']
20201101-1941-02,100 W MOREHEAD ST,28208,35.221779,-80.85213,Central,476,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,2020-11-01,2020,19,Sunday,1,Property Theft and Vandalism,POINT (-80.85213 35.221779),Carson,['Carson']
20211129-0218-01,300 LINCOLN ST,28208,35.219971,-80.856597,Central,339,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2021-11-29,2021,2,Weekday,1,Property Theft and Vandalism,POINT (-80.856597 35.219971),Bland,['Bland']
20190703-0808-02,200 W TREMONT AV,28208,35.210672,-80.86189,Central,338,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Burglary/B&E,2019-07-03,2019,8,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.86189 35.210672),East/West,['East/West']
20240114-1158-02,200 S TRYON ST,28208,35.226412,-80.844208,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2024-01-14,2024,11,Sunday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20170316-1923-00,400 E 9TH ST,28208,35.22806,-80.834181,Central,476,Outdoors,Open Area,Other - Open Area,Theft From Motor Vehicle,2017-03-16,2017,19,Weekday,1,Property Theft and Vandalism,POINT (-80.834181 35.22806),9th Street,"['9th Street', '7th Street']"
20260113-0936-00,100 E TRADE ST,28208,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,Kidnapping,2026-01-13,2026,9,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20220308-1536-00,100 W KINGSTON AV,28208,35.213679,-80.857913,Central,388,Indoors,Residential,Apartment/Duplex Private Res,False Pretenses/Swindle,2022-03-08,2022,15,Weekday,0,Fraudulent Financial Crimes,POINT (-80.857913 35.213679),East/West,"['East/West', 'Bland']"
20211120-0133-00,300 W BLAND ST,28208,35.219246,-80.857294,Central,339,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2021-11-20,2021,1,Saturday,4,Sexual Violent Crimes,POINT (-80.857294 35.219246),Bland,['Bland']
20251018-2305-04,100 E 5TH ST,28208,35.227994,-80.841946,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2025-10-18,2025,23,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20221018-1432-02,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2022-10-18,2022,14,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20181023-2203-02,1400 SOUTH BV,28208,35.215687,-80.852976,Central,3,Outdoors,Retail,Department Store,Damage/Vandalism Of Property,2018-10-23,2018,22,Weekday,1,Property Theft and Vandalism,POINT (-80.852976 35.215687),Bland,['Bland']
20210820-2103-00,1700 CAMDEN RD,28208,35.213679,-80.857913,Central,388,Outdoors,Commercial Place,Light Rail/Trolley,All Other Offenses,2021-08-20,2021,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.857913 35.213679),East/West,"['East/West', 'Bland']"
20240603-2109-00,400 E 4TH ST,28208,35.223788,-80.841164,Central,476,Parking Lot,Open Area,Other - Open Area,Theft From Motor Vehicle,2024-06-03,2024,21,Weekday,1,Property Theft and Vandalism,POINT (-80.841164 35.223788),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20201201-1349-01,1500 SOUTH BV,28208,35.214569,-80.854568,Central,3,Indoors,Retail,Drug Store,Shoplifting,2020-12-01,2020,13,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.854568 35.214569),Bland,['Bland']
20250707-1730-03,200 E 9TH ST,28208,35.229334,-80.835683,Central,476,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,2025-07-07,2025,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20240930-1108-02,200 E BLAND ST,28208,35.217008,-80.854286,Central,3,Outdoors,Commercial Place,Park and Ride Facility,Motor Vehicle Theft,2024-09-30,2024,11,Weekday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20241215-1425-00,400 E BROOKLYN VILLAGE AV,28208,35.220786,-80.845514,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Trespass Of Real Property,2024-12-15,2024,14,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.845514 35.220786),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20220523-0949-01,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Intimidation,2022-05-23,2022,9,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20250927-2241-03,300 W TREMONT AV,28208,35.210672,-80.86189,Central,338,Outdoors,Open Area,Street/Highway,Weapon Law Violations,2025-09-27,2025,22,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.86189 35.210672),East/West,['East/West']
20250427-2148-00,200 N TRYON ST,28208,35.227994,-80.841946,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2025-04-27,2025,21,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20230708-1158-03,400 E BROOKLYN VILLAGE AV,28208,35.220786,-80.845514,Central,476,Indoors,Retail,Grocery Store/Supermarket,Theft From Building,2023-07-08,2023,11,Saturday,1,Property Theft and Vandalism,POINT (-80.845514 35.220786),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20190526-0908-01,300 E KINGSTON AV,28208,35.211846,-80.855454,Providence,3,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2019-05-26,2019,9,Sunday,1,Property Theft and Vandalism,POINT (-80.855454 35.211846),East/West,['East/West']
20220909-1209-00,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Outdoors,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2022-09-09,2022,12,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20220825-1303-01,300 N DAVIDSON ST,28208,35.224467,-80.835845,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Intimidation,2022-08-25,2022,13,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.835845 35.224467),7th Street,['7th Street']
20221112-2159-01,200 N CHURCH ST,28208,35.228926,-80.843025,Central,476,Parking Deck,Open Area,Street/Highway,Damage/Vandalism Of Property,2022-11-12,2022,21,Saturday,1,Property Theft and Vandalism,POINT (-80.843025 35.228926),CTC/Arena,['CTC/Arena']
20191213-1658-00,200 S TRYON ST,28208,35.226412,-80.844208,Central,476,Parking Deck,Open Area,Other - Open Area,Theft From Building,2019-12-13,2019,16,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20221115-1210-04,200 WEST BV,28208,35.213197,-80.860153,Central,388,Indoors,Residential,Apartment/Duplex Private Res,Theft From Building,2022-11-15,2022,12,Weekday,1,Property Theft and Vandalism,POINT (-80.860153 35.213197),East/West,['East/West']
20241021-1942-00,2200 HAWKINS ST,28208,35.208609,-80.863631,Central,338,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2024-10-21,2024,19,Weekday,1,Property Theft and Vandalism,POINT (-80.863631 35.208609),East/West,['East/West']
20240903-0149-02,100 W MOREHEAD ST,28208,35.221779,-80.85213,Central,476,Other,Open Area,Street/Highway,Drug/Narcotic Violations,2024-09-03,2024,1,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.85213 35.221779),Carson,['Carson']
20170829-1530-04,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2017-08-29,2017,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20220913-0845-04,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2022-09-13,2022,8,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20190717-2054-04,200 S COLLEGE ST,28208,35.225467,-80.843098,,116,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2019-07-17,2019,20,Weekday,1,Property Theft and Vandalism,POINT (-80.843098 35.225467),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20181026-1459-00,400 E STONEWALL ST,28208,35.220786,-80.845514,Central,476,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,2018-10-26,2018,14,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.845514 35.220786),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20220218-1819-01,500 E 7TH ST,28208,35.226069,-80.835717,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2022-02-18,2022,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835717 35.226069),7th Street,"['7th Street', '9th Street']"
20170201-1409-01,200 N CHURCH ST,28208,35.228926,-80.843025,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2017-02-01,2017,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843025 35.228926),CTC/Arena,['CTC/Arena']
20240509-2054-02,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2024-05-09,2024,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20180320-1042-01,600 E TRADE ST,28208,35.222915,-80.83802,Central,476,Indoors,Commercial Place,Other - Commercial Place,Wire Fraud,2018-03-20,2018,10,Weekday,0,Fraudulent Financial Crimes,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20250605-0744-01,1500 SOUTH BV,28208,35.214569,-80.854568,Central,3,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2025-06-05,2025,7,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.854568 35.214569),Bland,['Bland']
