INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,nearest_station,station_list
20231116-0906-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2023-11-16,2023,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20230924-0058-01,1400 S TRYON ST,28203,35.216686,-80.855588,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,Pocket-Picking,2023-09-24,2023,0,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.855588 35.216686),Bland,['Bland']
20220829-1559-05,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,Weapon Law Violations,2022-08-29,2022,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190911-2350-00,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2019-09-11,2019,23,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20251008-1256-00,1500 CAMDEN RD,28203,35.216099,-80.856237,Central,339,Other,Open Area,Street/Highway,All Other Offenses,2025-10-08,2025,12,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.856237 35.216099),Bland,"['Bland', 'East/West']"
20190228-0930-00,2000 SOUTH BV,28202,35.209772,-80.859833,Central,3,Outdoors,Commercial Place,Beauty Salon/Barber Shop,Simple Assault,2019-02-28,2019,9,Weekday,4,Sexual Violent Crimes,POINT (-80.859833 35.209772),East/West,['East/West']
20240908-2043-03,1400 S TRYON ST,28203,35.216686,-80.855588,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2024-09-08,2024,20,Sunday,1,Property Theft and Vandalism,POINT (-80.855588 35.216686),Bland,['Bland']
20241006-2243-00,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Bus - CATS Bus/Vehicle,Kidnapping,2024-10-06,2024,22,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20200126-2232-03,600 E TRADE ST,28173,35.222915,-80.83802,Central,476,Outdoors,Public/Non-Residential,Government Building,Damage/Vandalism Of Property,2020-01-26,2020,22,Sunday,1,Property Theft and Vandalism,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20220208-1739-01,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Indoors,Commercial Place,Other - Commercial Place,Simple Assault,2022-02-08,2022,17,Weekday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200229-1754-03,1600 CAMDEN RD,28203,35.214699,-80.857006,Central,388,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2020-02-29,2020,17,Saturday,1,Property Theft and Vandalism,POINT (-80.857006 35.214699),Bland,"['Bland', 'East/West']"
20170110-2304-02,1800 SOUTH BV,28203,35.211751,-80.857709,Central,3,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Theft From Motor Vehicle,2017-01-10,2017,23,Weekday,1,Property Theft and Vandalism,POINT (-80.857709 35.211751),East/West,['East/West']
20251121-1650-02,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Open Area,Bus Stop,Drug/Narcotic Violations,2025-11-21,2025,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20220418-1200-02,400 E 4TH ST,28202,35.223788,-80.841164,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2022-04-18,2022,12,Weekday,1,Property Theft and Vandalism,POINT (-80.841164 35.223788),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200716-0712-02,2200 HAWKINS ST,28203,35.208609,-80.863631,Central,338,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,2020-07-16,2020,7,Weekday,1,Property Theft and Vandalism,POINT (-80.863631 35.208609),East/West,['East/West']
20220823-1954-00,200 ALPHA MILL LN,28206,35.231461,-80.832261,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2022-08-23,2022,19,Weekday,1,Property Theft and Vandalism,POINT (-80.832261 35.231461),9th Street,['9th Street']
20250127-2052-05,2000 SOUTH BV,28203,35.209772,-80.859833,Central,3,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Theft of Motor Vehicle Parts from Vehicle,2025-01-27,2025,20,Weekday,1,Property Theft and Vandalism,POINT (-80.859833 35.209772),East/West,['East/West']
20180613-1840-04,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2018-06-13,2018,18,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240220-0726-01,200 W MARTIN LUTHER KING JR BV,28202,35.225846,-80.847447,Central,476,Other,Residential,Apartment/Duplex Private Res,All Other Offenses,2024-02-20,2024,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20241220-0816-02,2100 HAWKINS ST,28203,35.210672,-80.86189,Central,338,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,2024-12-20,2024,8,Weekday,4,Sexual Violent Crimes,POINT (-80.86189 35.210672),East/West,['East/West']
20180203-1014-02,400 S CALDWELL ST,28202,35.221184,-80.842679,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2018-02-03,2018,10,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.842679 35.221184),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20230430-1448-01,200 W MARTIN LUTHER KING JR BV,28202,35.225846,-80.847447,Central,476,Outdoors,Open Area,Public Park/Playground,Other Unlisted Non-Criminal,2023-04-30,2023,14,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20210409-0710-01,1600 S TRYON ST,28203,35.215328,-80.858309,Central,388,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2021-04-09,2021,7,Weekday,1,Property Theft and Vandalism,POINT (-80.858309 35.215328),Bland,"['Bland', 'East/West']"
20170727-2019-04,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2017-07-27,2017,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20190811-1718-02,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,2019-08-11,2019,17,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20240125-0840-03,600 E BROOKLYN VILLAGE AV,28202,35.219052,-80.843542,Central,3,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-01-25,2024,8,Weekday,1,Property Theft and Vandalism,POINT (-80.843542 35.219052),Brooklyn Village,['Brooklyn Village']
20220131-0102-00,2100 SOUTH BV,28203,35.207769,-80.860343,Central,3,Indoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2022-01-31,2022,1,Weekday,4,Sexual Violent Crimes,POINT (-80.860343 35.207769),East/West,['East/West']
20200806-0804-00,1700 SOUTH BV,28203,35.212734,-80.856643,Central,3,Indoors,Retail,Drug Store,Shoplifting,2020-08-06,2020,8,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.856643 35.212734),East/West,"['East/West', 'Bland']"
20250210-1241-02,600 N COLLEGE ST,28202,35.23009,-80.836581,Central,476,Parking Lot,Public/Non-Residential,Government Building,Theft From Motor Vehicle,2025-02-10,2025,12,Weekday,1,Property Theft and Vandalism,POINT (-80.836581 35.23009),9th Street,['9th Street']
20241110-0649-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2024-11-10,2024,6,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20181016-1228-01,400 E MARTIN LUTHER KING JR BV,28202,35.222248,-80.843363,Central,476,Indoors,Commercial Place,Hotel/Motel,False Pretenses/Swindle,2018-10-16,2018,12,Weekday,0,Fraudulent Financial Crimes,POINT (-80.843363 35.222248),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village', 'CTC/Arena']"
20231002-0917-03,100 E 5TH ST,28210,35.227994,-80.841946,Central,476,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2023-10-02,2023,9,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20171015-1616-00,400 E MARTIN LUTHER KING JR BV,28202,35.222248,-80.843363,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Theft of Motor Vehicle Parts from Vehicle,2017-10-15,2017,16,Sunday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village', 'CTC/Arena']"
20170523-0811-02,400 S TRYON ST,28202,35.22492,-80.846381,Central,476,Indoors,Commercial Place,ATM,Credit Card/Teller Fraud,2017-05-23,2017,8,Weekday,0,Fraudulent Financial Crimes,POINT (-80.846381 35.22492),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20191016-1133-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Trespass Of Real Property,2019-10-16,2019,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20170225-1711-00,100 W TRADE ST,28202,35.227199,-80.843083,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2017-02-25,2017,17,Saturday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190603-0808-00,300 W MARTIN LUTHER KING JR BV,28202,35.225846,-80.847447,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2019-06-03,2019,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20171105-1332-01,200 S CHURCH ST,28202,35.22733,-80.845307,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,Counterfeiting/Forgery,2017-11-05,2017,13,Sunday,8,Fraudulent Identity Crimes,POINT (-80.845307 35.22733),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20250204-1409-03,200 E 9TH ST,28202,35.229334,-80.835683,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2025-02-04,2025,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20200506-2038-00,100 N COLLEGE ST,28202,35.226243,-80.841973,,116,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2020-05-06,2020,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20250202-2109-00,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Other,Open Area,Cyberspace,False Pretenses/Swindle,2025-02-02,2025,21,Sunday,0,Fraudulent Financial Crimes,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20221125-1359-01,300 E WORTHINGTON AV,28203,35.209897,-80.857623,Providence,3,Indoors,Residential,Private Residence,False Pretenses/Swindle,2022-11-25,2022,13,Weekday,0,Fraudulent Financial Crimes,POINT (-80.857623 35.209897),East/West,['East/West']
20240609-0806-01,300 E MOREHEAD ST,28203,35.218651,-80.848905,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2024-06-09,2024,8,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.848905 35.218651),Carson,"['Carson', 'Brooklyn Village']"
20241013-0825-00,100 W MOREHEAD ST,28202,35.221779,-80.85213,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-10-13,2024,8,Sunday,1,Property Theft and Vandalism,POINT (-80.85213 35.221779),Carson,['Carson']
20250912-0930-03,100 N COLLEGE ST,28202,35.226243,-80.841973,Central,476,Parking Deck,Open Area,Other - Open Area,Intimidation,2025-09-12,2025,9,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20211027-2150-01,200 E TRADE ST,28203,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Hotel/Motel,Simple Assault,2021-10-27,2021,21,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240313-2047-01,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,Drug/Narcotic Violations,2024-03-13,2024,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240427-1032-02,300 WEST BV,28203,35.213987,-80.861858,Central,388,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2024-04-27,2024,10,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.861858 35.213987),East/West,['East/West']
20180919-1031-00,300 E 7TH ST,28202,35.228585,-80.838701,Central,476,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,2018-09-19,2018,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20250216-1856-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Damage/Vandalism Of Property,2025-02-16,2025,18,Sunday,1,Property Theft and Vandalism,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20230622-2006-01,1800 CAMDEN RD,28203,35.212574,-80.858829,Central,388,Indoors,Public/Non-Residential,Air/Bus/Train Terminal,Purse-Snatching,2023-06-22,2023,20,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.858829 35.212574),East/West,"['East/West', 'Bland']"
20220607-1145-01,100 S TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2022-06-07,2022,11,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20250808-1245-00,500 N COLLEGE ST,28202,35.229332,-80.837656,Central,476,Parking Lot,Residential,Garage/Storage - Detached,Theft From Motor Vehicle,2025-08-08,2025,12,Weekday,1,Property Theft and Vandalism,POINT (-80.837656 35.229332),7th Street,"['7th Street', '9th Street']"
20211104-0831-02,2100 SOUTH BV,28203,35.207769,-80.860343,Central,3,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2021-11-04,2021,8,Weekday,1,Property Theft and Vandalism,POINT (-80.860343 35.207769),East/West,['East/West']
20231010-0902-03,100 W 4TH ST,28202,35.226412,-80.844208,Central,476,Indoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,2023-10-10,2023,9,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20220711-1855-00,100 W MOREHEAD ST,28202,35.221779,-80.85213,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft of Motor Vehicle Parts from Vehicle,2022-07-11,2022,18,Weekday,1,Property Theft and Vandalism,POINT (-80.85213 35.221779),Carson,['Carson']
20180523-0022-00,300 E 8TH ST,28202,35.228535,-80.83672,Central,476,Outdoors,Open Area,Other - Open Area,Weapon Law Violations,2018-05-23,2018,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83672 35.228535),7th Street,"['7th Street', '9th Street']"
20241029-2220-00,100 E 5TH ST,28202,35.227994,-80.841946,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2024-10-29,2024,22,Weekday,4,Sexual Violent Crimes,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20210504-1557-00,400 E MARTIN LUTHER KING JR BV,28202,35.222248,-80.843363,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2021-05-04,2021,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843363 35.222248),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village', 'CTC/Arena']"
20260116-1458-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Commercial Place,Other - Commercial Place,Drug/Narcotic Violations,2026-01-16,2026,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20210725-0946-00,1100 SOUTH BV,28203,35.217768,-80.850391,Central,3,Parking Deck,Residential,Apartment/Duplex Private Res,All Other Thefts,2021-07-25,2021,9,Sunday,1,Property Theft and Vandalism,POINT (-80.850391 35.217768),Carson,['Carson']
20210819-0930-07,300 S BREVARD ST,28202,35.223007,-80.842269,Central,476,Outdoors,Commercial Place,Financial Institution,All Other Offenses,2021-08-19,2021,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.842269 35.223007),3rd St/Convention,"['3rd St/Convention', 'CTC/Arena', 'Brooklyn Village']"
20241117-0715-02,1900 HAWKINS ST,28203,35.212175,-80.860873,Central,388,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,2024-11-17,2024,7,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.860873 35.212175),East/West,['East/West']
20201229-1521-04,200 S TRYON ST,28202,35.226412,-80.844208,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2020-12-29,2020,15,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240824-1251-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2024-08-24,2024,12,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20191021-1758-03,400 E MOREHEAD ST,28204,35.218651,-80.848905,Providence,3,Indoors,Commercial Place,Fitness Center,All Other Thefts,2019-10-21,2019,17,Weekday,1,Property Theft and Vandalism,POINT (-80.848905 35.218651),Carson,"['Carson', 'Brooklyn Village']"
20240519-1449-05,100 W TRADE ST,28202,35.227199,-80.843083,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2024-05-19,2024,14,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190804-1025-03,600 E 4TH ST,28202,35.2221,-80.839211,Central,476,Outdoors,Public/Non-Residential,Government Building,Simple Assault,2019-08-04,2019,10,Sunday,4,Sexual Violent Crimes,POINT (-80.839211 35.2221),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240721-2329-00,300 E 5TH ST,28202,35.227041,-80.840856,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2024-07-21,2024,23,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20240926-1051-00,600 S TRYON ST,28202,35.223455,-80.848521,Central,476,Indoors,Commercial Place,Financial Institution,False Pretenses/Swindle,2024-09-26,2024,10,Weekday,0,Fraudulent Financial Crimes,POINT (-80.848521 35.223455),Brooklyn Village,['Brooklyn Village']
20201004-1204-00,200 E BLAND ST,28203,35.217008,-80.854286,Central,339,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Damage/Vandalism Of Property,2020-10-04,2020,12,Sunday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20230829-1150-01,500 N COLLEGE ST,28202,35.229332,-80.837656,Central,476,Other,Residential,Apartment/Duplex Private Res,All Other Offenses,2023-08-29,2023,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837656 35.229332),7th Street,"['7th Street', '9th Street']"
20251121-1859-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Theft of Motor Vehicle Parts from Vehicle,2025-11-21,2025,18,Weekday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),9th Street,['9th Street']
20170404-1136-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-04-04,2017,11,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20181023-1426-01,200 EAST BV,28202,35.211751,-80.857709,Central,3,Parking Lot,Retail,Gas Station,Other Unlisted Non-Criminal,2018-10-23,2018,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.857709 35.211751),East/West,['East/West']
20240920-0306-00,400 E TRADE ST,28202,35.224569,-80.839996,Central,476,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,2024-09-20,2024,3,Weekday,4,Sexual Violent Crimes,POINT (-80.839996 35.224569),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190217-1131-03,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2019-02-17,2019,11,Sunday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20200416-1548-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2020-04-16,2020,15,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20200928-1035-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2020-09-28,2020,10,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20170812-0058-02,200 W TRADE ST,28202,35.228131,-80.844166,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,Damage/Vandalism Of Property,2017-08-12,2017,0,Saturday,1,Property Theft and Vandalism,POINT (-80.844166 35.228131),CTC/Arena,['CTC/Arena']
20230227-2058-03,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Suicide,2023-02-27,2023,20,Weekday,6,"""Violent and Harmful Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20250413-2212-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,2025-04-13,2025,22,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20171027-1211-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2017-10-27,2017,12,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20210702-1410-01,1500 S CHURCH ST,28203,35.21775,-80.858398,Central,339,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,2021-07-02,2021,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.858398 35.21775),Bland,['Bland']
20240216-0710-02,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2024-02-16,2024,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240630-0519-02,200 E BLAND ST,28203,35.217008,-80.854286,Central,3,Parking Deck,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2024-06-30,2024,5,Sunday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20180103-1723-01,200 E BLAND ST,28203,35.217008,-80.854286,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,Credit Card/Teller Fraud,2018-01-03,2018,17,Weekday,0,Fraudulent Financial Crimes,POINT (-80.854286 35.217008),Bland,['Bland']
20191107-2019-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,2019-11-07,2019,20,Weekday,1,Property Theft and Vandalism,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20220310-0834-03,300 E 7TH ST,28202,35.228585,-80.838701,Central,476,Outdoors,Open Area,Public Park/Playground,All Other Thefts,2022-03-10,2022,8,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20221110-1501-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,2022-11-10,2022,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20210712-0830-00,900 SPINDLE ST,28206,35.230929,-80.831603,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2021-07-12,2021,8,Weekday,1,Property Theft and Vandalism,POINT (-80.831603 35.230929),9th Street,['9th Street']
20251220-1238-01,100 W WORTHINGTON AV,28203,35.211597,-80.859634,Central,388,Indoors,Commercial Place,Other - Commercial Place,Shoplifting,2025-12-20,2025,12,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.859634 35.211597),East/West,['East/West']
20201019-1236-02,1800 S TRYON ST,28203,35.213987,-80.861858,Central,388,Indoors,Commercial Place,Financial Institution,Counterfeiting/Forgery,2020-10-19,2020,12,Weekday,8,Fraudulent Identity Crimes,POINT (-80.861858 35.213987),East/West,['East/West']
20180512-1613-00,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Stadium/Arena,Aggravated Assault,2018-05-12,2018,16,Saturday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
