OBJECTID,Tree_ID,Common,DBH,Active,Location,geometry,index_right,name,lat,lon,Deciduous
1748644,110517412,MAPLE: RED,13.0,1,,POINT (514605.45685305045 3897538.1879387237),3,3rd St/Convention,35.22361,-80.84306,1
1748645,110517413,MAPLE: RED,10.0,1,,POINT (514611.27437990526 3897532.2962561715),3,3rd St/Convention,35.22361,-80.84306,1
1748646,110517414,MAPLE: RED,10.0,1,,POINT (514617.0119931364 3897526.2913709353),3,3rd St/Convention,35.22361,-80.84306,1
1748647,110517415,MAPLE: RED,9.0,1,,POINT (514625.4295075159 3897519.3792461804),3,3rd St/Convention,35.22361,-80.84306,1
1748648,110517416,MAPLE: RED,9.0,1,,POINT (514638.84831174574 3897505.9199355682),3,3rd St/Convention,35.22361,-80.84306,1
1748649,110517417,MAPLE: RED,9.0,1,,POINT (514648.9686437013 3897493.864766925),3,3rd St/Convention,35.22361,-80.84306,1
1748650,110517418,MAPLE: RED,14.0,1,,POINT (514654.17608211364 3897487.711508515),3,3rd St/Convention,35.22361,-80.84306,1
1748651,110517419,MAPLE: RED,8.0,1,,POINT (514675.31882956775 3897464.11511331),3,3rd St/Convention,35.22361,-80.84306,1
1748652,110517420,MAPLE: RED,7.0,1,,POINT (514680.23151135683 3897458.427184307),3,3rd St/Convention,35.22361,-80.84306,1
1748653,110517421,MAPLE: RED,6.0,1,,POINT (514689.56182332383 3897448.723039008),3,3rd St/Convention,35.22361,-80.84306,1
1748668,110517436,MAPLE: RED,10.0,1,,POINT (514638.1608053642 3897479.2027729503),3,3rd St/Convention,35.22361,-80.84306,1
1748669,110517437,MAPLE: RED,18.0,1,,POINT (514525.9603905917 3897578.8080692543),3,3rd St/Convention,35.22361,-80.84306,1
1748670,110517438,MAPLE: RED,15.0,1,,POINT (514516.589579518 3897571.430342878),3,3rd St/Convention,35.22361,-80.84306,1
1748671,110517439,MAPLE: RED,11.0,1,,POINT (514498.87633264513 3897555.997757365),3,3rd St/Convention,35.22361,-80.84306,1
1748672,110517440,MAPLE: RED,8.0,1,,POINT (514486.9089363978 3897546.424457422),3,3rd St/Convention,35.22361,-80.84306,1
1748673,110517441,MAPLE: RED,8.0,1,,POINT (514474.5473450114 3897535.7504883953),3,3rd St/Convention,35.22361,-80.84306,1
1748674,110517442,MAPLE: RED,7.0,1,,POINT (514461.5427565447 3897525.341545347),3,3rd St/Convention,35.22361,-80.84306,1
1748675,110517443,MAPLE: RED,16.0,1,,POINT (514451.6383039456 3897516.4192700875),3,3rd St/Convention,35.22361,-80.84306,1
1748676,110517444,MAPLE: RED,7.0,1,,POINT (514425.5273176891 3897494.33171815),3,3rd St/Convention,35.22361,-80.84306,1
1748677,110517445,MAPLE: RED,6.0,1,,POINT (514413.09441043995 3897484.3684648634),3,3rd St/Convention,35.22361,-80.84306,1
1748678,110517446,MAPLE: RED,4.0,1,,POINT (514352.987417511 3897434.9154345444),3,3rd St/Convention,35.22361,-80.84306,1
1748678,110517446,MAPLE: RED,4.0,1,,POINT (514352.987417511 3897434.9154345444),4,Brooklyn Village,35.22139,-80.84694,1
1748679,110517447,MAPLE: RED,5.0,1,,POINT (514302.14936502074 3897391.459371479),4,Brooklyn Village,35.22139,-80.84694,1
1748680,110517448,MAPLE: RED,11.0,1,,POINT (514072.17413692543 3897564.3175779176),3,3rd St/Convention,35.22361,-80.84306,1
1748680,110517448,MAPLE: RED,11.0,1,,POINT (514072.17413692543 3897564.3175779176),4,Brooklyn Village,35.22139,-80.84694,1
1748681,110517449,MAPLE: RED,3.0,1,,POINT (514080.53151123814 3897570.588757148),3,3rd St/Convention,35.22361,-80.84306,1
1748681,110517449,MAPLE: RED,3.0,1,,POINT (514080.53151123814 3897570.588757148),4,Brooklyn Village,35.22139,-80.84694,1
1748682,110517450,MAPLE: RED,10.0,1,,POINT (514087.1655464784 3897576.5599313686),3,3rd St/Convention,35.22361,-80.84306,1
1748682,110517450,MAPLE: RED,10.0,1,,POINT (514087.1655464784 3897576.5599313686),4,Brooklyn Village,35.22139,-80.84694,1
1748683,110517451,MAPLE: RED,10.0,1,,POINT (514094.965821716 3897581.721259727),3,3rd St/Convention,35.22361,-80.84306,1
1748683,110517451,MAPLE: RED,10.0,1,,POINT (514094.965821716 3897581.721259727),4,Brooklyn Village,35.22139,-80.84694,1
1748684,110517452,MAPLE: RED,10.0,1,,POINT (514101.1141601236 3897588.1852141134),3,3rd St/Convention,35.22361,-80.84306,1
1748684,110517452,MAPLE: RED,10.0,1,,POINT (514101.1141601236 3897588.1852141134),4,Brooklyn Village,35.22139,-80.84694,1
1748685,110517453,MAPLE: RED,9.0,1,,POINT (514109.11316857865 3897594.2573857848),3,3rd St/Convention,35.22361,-80.84306,1
1748685,110517453,MAPLE: RED,9.0,1,,POINT (514109.11316857865 3897594.2573857848),4,Brooklyn Village,35.22139,-80.84694,1
1748686,110517454,MAPLE: RED,9.0,1,,POINT (514114.6199087634 3897599.4826952773),3,3rd St/Convention,35.22361,-80.84306,1
1748686,110517454,MAPLE: RED,9.0,1,,POINT (514114.6199087634 3897599.4826952773),4,Brooklyn Village,35.22139,-80.84694,1
1748687,110517455,MAPLE: RED,9.0,1,,POINT (514121.0934560736 3897604.575394832),3,3rd St/Convention,35.22361,-80.84306,1
1748687,110517455,MAPLE: RED,9.0,1,,POINT (514121.0934560736 3897604.575394832),4,Brooklyn Village,35.22139,-80.84694,1
1748688,110517456,MAPLE: RED,9.0,1,,POINT (514129.94473190425 3897611.4949827986),3,3rd St/Convention,35.22361,-80.84306,1
1748688,110517456,MAPLE: RED,9.0,1,,POINT (514129.94473190425 3897611.4949827986),4,Brooklyn Village,35.22139,-80.84694,1
1748689,110517457,MAPLE: RED,9.0,1,,POINT (514136.66880168364 3897616.9629052137),3,3rd St/Convention,35.22361,-80.84306,1
1748689,110517457,MAPLE: RED,9.0,1,,POINT (514136.66880168364 3897616.9629052137),4,Brooklyn Village,35.22139,-80.84694,1
1748690,110517458,MAPLE: RED,8.0,1,,POINT (514158.62797576434 3897635.2582528163),3,3rd St/Convention,35.22361,-80.84306,1
1748690,110517458,MAPLE: RED,8.0,1,,POINT (514158.62797576434 3897635.2582528163),4,Brooklyn Village,35.22139,-80.84694,1
1748691,110517459,MAPLE: RED,8.0,1,,POINT (514164.7858300289 3897640.1730032596),3,3rd St/Convention,35.22361,-80.84306,1
1748691,110517459,MAPLE: RED,8.0,1,,POINT (514164.7858300289 3897640.1730032596),4,Brooklyn Village,35.22139,-80.84694,1
1748692,110517460,MAPLE: RED,8.0,1,,POINT (514172.0678955971 3897646.676499842),3,3rd St/Convention,35.22361,-80.84306,1
1748692,110517460,MAPLE: RED,8.0,1,,POINT (514172.0678955971 3897646.676499842),4,Brooklyn Village,35.22139,-80.84694,1
1748693,110517461,MAPLE: RED,8.0,1,,POINT (514178.5548924053 3897651.205908426),3,3rd St/Convention,35.22361,-80.84306,1
1748693,110517461,MAPLE: RED,8.0,1,,POINT (514178.5548924053 3897651.205908426),4,Brooklyn Village,35.22139,-80.84694,1
1748694,110517462,MAPLE: RED,8.0,1,,POINT (514186.1163792616 3897658.848858863),3,3rd St/Convention,35.22361,-80.84306,1
1748694,110517462,MAPLE: RED,8.0,1,,POINT (514186.1163792616 3897658.848858863),4,Brooklyn Village,35.22139,-80.84694,1
1748695,110517463,MAPLE: RED,8.0,1,,POINT (514192.9717998628 3897664.0309473993),3,3rd St/Convention,35.22361,-80.84306,1
1748695,110517463,MAPLE: RED,8.0,1,,POINT (514192.9717998628 3897664.0309473993),4,Brooklyn Village,35.22139,-80.84694,1
1748696,110517464,MAPLE: RED,8.0,1,,POINT (514199.49859938695 3897669.3045080975),3,3rd St/Convention,35.22361,-80.84306,1
1748696,110517464,MAPLE: RED,8.0,1,,POINT (514199.49859938695 3897669.3045080975),4,Brooklyn Village,35.22139,-80.84694,1
1748697,110517465,MAPLE: RED,8.0,1,,POINT (514206.2515316514 3897675.4590662313),3,3rd St/Convention,35.22361,-80.84306,1
1748697,110517465,MAPLE: RED,8.0,1,,POINT (514206.2515316514 3897675.4590662313),4,Brooklyn Village,35.22139,-80.84694,1
1748698,110517466,MAPLE: RED,10.0,1,,POINT (514239.26530643227 3897896.1689759856),2,CTC/Arena,35.225,-80.84139,1
1748698,110517466,MAPLE: RED,10.0,1,,POINT (514239.26530643227 3897896.1689759856),3,3rd St/Convention,35.22361,-80.84306,1
1748698,110517466,MAPLE: RED,10.0,1,,POINT (514239.26530643227 3897896.1689759856),4,Brooklyn Village,35.22139,-80.84694,1
1748699,110517467,MAPLE: RED,8.0,1,,POINT (514214.0748815816 3897682.6166259376),2,CTC/Arena,35.225,-80.84139,1
1748699,110517467,MAPLE: RED,8.0,1,,POINT (514214.0748815816 3897682.6166259376),3,3rd St/Convention,35.22361,-80.84306,1
1748699,110517467,MAPLE: RED,8.0,1,,POINT (514214.0748815816 3897682.6166259376),4,Brooklyn Village,35.22139,-80.84694,1
1748700,110517468,MAPLE: RED,8.0,1,,POINT (514220.3099413847 3897687.6003276287),2,CTC/Arena,35.225,-80.84139,1
1748700,110517468,MAPLE: RED,8.0,1,,POINT (514220.3099413847 3897687.6003276287),3,3rd St/Convention,35.22361,-80.84306,1
1748700,110517468,MAPLE: RED,8.0,1,,POINT (514220.3099413847 3897687.6003276287),4,Brooklyn Village,35.22139,-80.84694,1
1748701,110517469,MAPLE: RED,99.0,1,201 S COLLEGE ST,POINT (514213.1590275035 3897920.13572405),2,CTC/Arena,35.225,-80.84139,1
1748701,110517469,MAPLE: RED,99.0,1,201 S COLLEGE ST,POINT (514213.1590275035 3897920.13572405),3,3rd St/Convention,35.22361,-80.84306,1
1748701,110517469,MAPLE: RED,99.0,1,201 S COLLEGE ST,POINT (514213.1590275035 3897920.13572405),4,Brooklyn Village,35.22139,-80.84694,1
1748702,110517470,MAPLE: RED,99.0,1,201 S COLLEGE ST,POINT (514207.7816469697 3897924.7928568264),2,CTC/Arena,35.225,-80.84139,1
1748702,110517470,MAPLE: RED,99.0,1,201 S COLLEGE ST,POINT (514207.7816469697 3897924.7928568264),3,3rd St/Convention,35.22361,-80.84306,1
1748702,110517470,MAPLE: RED,99.0,1,201 S COLLEGE ST,POINT (514207.7816469697 3897924.7928568264),4,Brooklyn Village,35.22139,-80.84694,1
1748703,110517471,MAPLE: RED,13.0,1,201 S COLLEGE ST,POINT (514203.03970749705 3897929.3168027136),2,CTC/Arena,35.225,-80.84139,1
1748703,110517471,MAPLE: RED,13.0,1,201 S COLLEGE ST,POINT (514203.03970749705 3897929.3168027136),3,3rd St/Convention,35.22361,-80.84306,1
1748703,110517471,MAPLE: RED,13.0,1,201 S COLLEGE ST,POINT (514203.03970749705 3897929.3168027136),4,Brooklyn Village,35.22139,-80.84694,1
1748704,110517472,MAPLE: RED,5.0,1,201 S COLLEGE ST,POINT (514214.24234690994 3897945.371758907),2,CTC/Arena,35.225,-80.84139,1
1748704,110517472,MAPLE: RED,5.0,1,201 S COLLEGE ST,POINT (514214.24234690994 3897945.371758907),3,3rd St/Convention,35.22361,-80.84306,1
1748704,110517472,MAPLE: RED,5.0,1,201 S COLLEGE ST,POINT (514214.24234690994 3897945.371758907),4,Brooklyn Village,35.22139,-80.84694,1
1748705,110517473,MAPLE: RED,4.0,1,,POINT (514307.7554079103 3897850.3875271673),2,CTC/Arena,35.225,-80.84139,1
1748705,110517473,MAPLE: RED,4.0,1,,POINT (514307.7554079103 3897850.3875271673),3,3rd St/Convention,35.22361,-80.84306,1
1748705,110517473,MAPLE: RED,4.0,1,,POINT (514307.7554079103 3897850.3875271673),4,Brooklyn Village,35.22139,-80.84694,1
1748706,110517474,MAPLE: RED,9.0,1,S CALDWELL ST,POINT (514190.4306313556 3897500.72231216),3,3rd St/Convention,35.22361,-80.84306,1
1748706,110517474,MAPLE: RED,9.0,1,S CALDWELL ST,POINT (514190.4306313556 3897500.72231216),4,Brooklyn Village,35.22139,-80.84694,1
1748707,110517475,MAPLE: RED,6.0,1,,POINT (514201.8486408912 3897509.229712695),3,3rd St/Convention,35.22361,-80.84306,1
1748707,110517475,MAPLE: RED,6.0,1,,POINT (514201.8486408912 3897509.229712695),4,Brooklyn Village,35.22139,-80.84694,1
1748708,110517476,MAPLE: RED,3.0,1,,POINT (514224.5407388331 3897528.5388598526),3,3rd St/Convention,35.22361,-80.84306,1
1748708,110517476,MAPLE: RED,3.0,1,,POINT (514224.5407388331 3897528.5388598526),4,Brooklyn Village,35.22139,-80.84694,1
1748709,110517477,MAPLE: RED,3.0,1,,POINT (514235.1414614669 3897537.0681908345),3,3rd St/Convention,35.22361,-80.84306,1
1748709,110517477,MAPLE: RED,3.0,1,,POINT (514235.1414614669 3897537.0681908345),4,Brooklyn Village,35.22139,-80.84694,1
1748710,110517478,MAPLE: RED,2.0,1,,POINT (514255.5243316247 3897555.378974664),3,3rd St/Convention,35.22361,-80.84306,1
1748710,110517478,MAPLE: RED,2.0,1,,POINT (514255.5243316247 3897555.378974664),4,Brooklyn Village,35.22139,-80.84694,1
1748711,110517479,MAPLE: RED,2.0,1,,POINT (514265.6590585673 3897563.2545599397),3,3rd St/Convention,35.22361,-80.84306,1
1748711,110517479,MAPLE: RED,2.0,1,,POINT (514265.6590585673 3897563.2545599397),4,Brooklyn Village,35.22139,-80.84694,1
1748712,110517480,MAPLE: RED,3.0,1,,POINT (514276.51910846663 3897570.000036361),3,3rd St/Convention,35.22361,-80.84306,1
1748712,110517480,MAPLE: RED,3.0,1,,POINT (514276.51910846663 3897570.000036361),4,Brooklyn Village,35.22139,-80.84694,1
1748713,110517481,MAPLE: RED,3.0,1,,POINT (514286.2062982361 3897577.725113987),3,3rd St/Convention,35.22361,-80.84306,1
1748713,110517481,MAPLE: RED,3.0,1,,POINT (514286.2062982361 3897577.725113987),4,Brooklyn Village,35.22139,-80.84694,1
1748714,110517482,MAPLE: RED,3.0,1,,POINT (514296.2393065548 3897546.8673500945),3,3rd St/Convention,35.22361,-80.84306,1
1748714,110517482,MAPLE: RED,3.0,1,,POINT (514296.2393065548 3897546.8673500945),4,Brooklyn Village,35.22139,-80.84694,1
1748715,110517483,MAPLE: RED,3.0,1,,POINT (514344.40541219845 3897625.337127073),3,3rd St/Convention,35.22361,-80.84306,1
1748715,110517483,MAPLE: RED,3.0,1,,POINT (514344.40541219845 3897625.337127073),4,Brooklyn Village,35.22139,-80.84694,1
1748716,110517484,MAPLE: RED,3.0,1,,POINT (514351.7660811467 3897631.0213627354),3,3rd St/Convention,35.22361,-80.84306,1
1748716,110517484,MAPLE: RED,3.0,1,,POINT (514351.7660811467 3897631.0213627354),4,Brooklyn Village,35.22139,-80.84694,1
1748717,110517485,MAPLE: RED,3.0,1,,POINT (514358.54233751044 3897636.728021026),3,3rd St/Convention,35.22361,-80.84306,1
1748717,110517485,MAPLE: RED,3.0,1,,POINT (514358.54233751044 3897636.728021026),4,Brooklyn Village,35.22139,-80.84694,1
1748718,110517486,MAPLE: RED,3.0,1,,POINT (514371.3358371671 3897646.4720556205),2,CTC/Arena,35.225,-80.84139,1
1748718,110517486,MAPLE: RED,3.0,1,,POINT (514371.3358371671 3897646.4720556205),3,3rd St/Convention,35.22361,-80.84306,1
1748718,110517486,MAPLE: RED,3.0,1,,POINT (514371.3358371671 3897646.4720556205),4,Brooklyn Village,35.22139,-80.84694,1
1748719,110517487,MAPLE: RED,6.0,1,,POINT (514425.8402580324 3897701.4658283032),2,CTC/Arena,35.225,-80.84139,1
1748719,110517487,MAPLE: RED,6.0,1,,POINT (514425.8402580324 3897701.4658283032),3,3rd St/Convention,35.22361,-80.84306,1
1748719,110517487,MAPLE: RED,6.0,1,,POINT (514425.8402580324 3897701.4658283032),4,Brooklyn Village,35.22139,-80.84694,1
1748720,110517488,MAPLE: RED,11.0,1,,POINT (514418.28653941525 3897710.787195834),2,CTC/Arena,35.225,-80.84139,1
1748720,110517488,MAPLE: RED,11.0,1,,POINT (514418.28653941525 3897710.787195834),3,3rd St/Convention,35.22361,-80.84306,1
1748720,110517488,MAPLE: RED,11.0,1,,POINT (514418.28653941525 3897710.787195834),4,Brooklyn Village,35.22139,-80.84694,1
1748721,110517489,MAPLE: RED,7.0,1,,POINT (514408.86921365024 3897720.0357165593),2,CTC/Arena,35.225,-80.84139,1
1748721,110517489,MAPLE: RED,7.0,1,,POINT (514408.86921365024 3897720.0357165593),3,3rd St/Convention,35.22361,-80.84306,1
1748721,110517489,MAPLE: RED,7.0,1,,POINT (514408.86921365024 3897720.0357165593),4,Brooklyn Village,35.22139,-80.84694,1
1748722,110517490,MAPLE: RED,9.0,1,,POINT (514402.3062454007 3897726.7458227584),2,CTC/Arena,35.225,-80.84139,1
1748722,110517490,MAPLE: RED,9.0,1,,POINT (514402.3062454007 3897726.7458227584),3,3rd St/Convention,35.22361,-80.84306,1
1748722,110517490,MAPLE: RED,9.0,1,,POINT (514402.3062454007 3897726.7458227584),4,Brooklyn Village,35.22139,-80.84694,1
1748723,110517491,MAPLE: RED,9.0,1,,POINT (514392.2876320942 3897736.4125993876),2,CTC/Arena,35.225,-80.84139,1
1748723,110517491,MAPLE: RED,9.0,1,,POINT (514392.2876320942 3897736.4125993876),3,3rd St/Convention,35.22361,-80.84306,1
1748723,110517491,MAPLE: RED,9.0,1,,POINT (514392.2876320942 3897736.4125993876),4,Brooklyn Village,35.22139,-80.84694,1
1748724,110517492,MAPLE: RED,10.0,1,,POINT (514384.4335662942 3897745.81670918),2,CTC/Arena,35.225,-80.84139,1
1748724,110517492,MAPLE: RED,10.0,1,,POINT (514384.4335662942 3897745.81670918),3,3rd St/Convention,35.22361,-80.84306,1
1748724,110517492,MAPLE: RED,10.0,1,,POINT (514384.4335662942 3897745.81670918),4,Brooklyn Village,35.22139,-80.84694,1
1748725,110517493,MAPLE: RED,12.0,1,,POINT (514374.4431550936 3897755.527950963),2,CTC/Arena,35.225,-80.84139,1
1748725,110517493,MAPLE: RED,12.0,1,,POINT (514374.4431550936 3897755.527950963),3,3rd St/Convention,35.22361,-80.84306,1
1748725,110517493,MAPLE: RED,12.0,1,,POINT (514374.4431550936 3897755.527950963),4,Brooklyn Village,35.22139,-80.84694,1
1748726,110517494,MAPLE: RED,11.0,1,,POINT (514363.7972844738 3897766.5544969323),2,CTC/Arena,35.225,-80.84139,1
1748726,110517494,MAPLE: RED,11.0,1,,POINT (514363.7972844738 3897766.5544969323),3,3rd St/Convention,35.22361,-80.84306,1
1748726,110517494,MAPLE: RED,11.0,1,,POINT (514363.7972844738 3897766.5544969323),4,Brooklyn Village,35.22139,-80.84694,1
1748727,110517495,MAPLE: RED,4.0,1,223 S BREVARD ST,POINT (514369.3051616057 3897784.0956038274),2,CTC/Arena,35.225,-80.84139,1
1748727,110517495,MAPLE: RED,4.0,1,223 S BREVARD ST,POINT (514369.3051616057 3897784.0956038274),3,3rd St/Convention,35.22361,-80.84306,1
1748727,110517495,MAPLE: RED,4.0,1,223 S BREVARD ST,POINT (514369.3051616057 3897784.0956038274),4,Brooklyn Village,35.22139,-80.84694,1
1748728,110517496,MAPLE: RED,10.0,1,,POINT (514388.7317187456 3897764.0677925465),2,CTC/Arena,35.225,-80.84139,1
1748728,110517496,MAPLE: RED,10.0,1,,POINT (514388.7317187456 3897764.0677925465),3,3rd St/Convention,35.22361,-80.84306,1
1748728,110517496,MAPLE: RED,10.0,1,,POINT (514388.7317187456 3897764.0677925465),4,Brooklyn Village,35.22139,-80.84694,1
1748729,110517497,MAPLE: RED,10.0,1,,POINT (514401.8017100176 3897749.811309128),2,CTC/Arena,35.225,-80.84139,1
1748729,110517497,MAPLE: RED,10.0,1,,POINT (514401.8017100176 3897749.811309128),3,3rd St/Convention,35.22361,-80.84306,1
1748729,110517497,MAPLE: RED,10.0,1,,POINT (514401.8017100176 3897749.811309128),4,Brooklyn Village,35.22139,-80.84694,1
1748730,110517498,MAPLE: RED,10.0,1,,POINT (514408.70723689016 3897742.283260383),2,CTC/Arena,35.225,-80.84139,1
1748730,110517498,MAPLE: RED,10.0,1,,POINT (514408.70723689016 3897742.283260383),3,3rd St/Convention,35.22361,-80.84306,1
1748730,110517498,MAPLE: RED,10.0,1,,POINT (514408.70723689016 3897742.283260383),4,Brooklyn Village,35.22139,-80.84694,1
1748731,110517499,MAPLE: RED,4.0,1,,POINT (514426.1995991985 3897724.3807320143),2,CTC/Arena,35.225,-80.84139,1
1748731,110517499,MAPLE: RED,4.0,1,,POINT (514426.1995991985 3897724.3807320143),3,3rd St/Convention,35.22361,-80.84306,1
1748731,110517499,MAPLE: RED,4.0,1,,POINT (514426.1995991985 3897724.3807320143),4,Brooklyn Village,35.22139,-80.84694,1
1748732,110517500,MAPLE: RED,4.0,1,,POINT (514433.50131034106 3897717.2392403195),2,CTC/Arena,35.225,-80.84139,1
1748732,110517500,MAPLE: RED,4.0,1,,POINT (514433.50131034106 3897717.2392403195),3,3rd St/Convention,35.22361,-80.84306,1
1748732,110517500,MAPLE: RED,4.0,1,,POINT (514433.50131034106 3897717.2392403195),4,Brooklyn Village,35.22139,-80.84694,1
1748733,110517501,MAPLE: RED,7.0,1,,POINT (514458.7984147782 3897856.8372153803),2,CTC/Arena,35.225,-80.84139,1
1748733,110517501,MAPLE: RED,7.0,1,,POINT (514458.7984147782 3897856.8372153803),3,3rd St/Convention,35.22361,-80.84306,1
1748734,110517502,MAPLE: RED,6.0,1,,POINT (514561.5869798718 3897819.712894792),1,7th Street,35.22722,-80.83806,1
1748734,110517502,MAPLE: RED,6.0,1,,POINT (514561.5869798718 3897819.712894792),2,CTC/Arena,35.225,-80.84139,1
1748734,110517502,MAPLE: RED,6.0,1,,POINT (514561.5869798718 3897819.712894792),3,3rd St/Convention,35.22361,-80.84306,1
1748735,110517503,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514570.7280953616 3897827.731350929),1,7th Street,35.22722,-80.83806,1
1748735,110517503,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514570.7280953616 3897827.731350929),2,CTC/Arena,35.225,-80.84139,1
1748735,110517503,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514570.7280953616 3897827.731350929),3,3rd St/Convention,35.22361,-80.84306,1
1748736,110517504,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514578.9204090138 3897835.519804168),1,7th Street,35.22722,-80.83806,1
1748736,110517504,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514578.9204090138 3897835.519804168),2,CTC/Arena,35.225,-80.84139,1
1748736,110517504,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514578.9204090138 3897835.519804168),3,3rd St/Convention,35.22361,-80.84306,1
1748737,110517505,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514587.76671774435 3897842.9688581997),1,7th Street,35.22722,-80.83806,1
1748737,110517505,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514587.76671774435 3897842.9688581997),2,CTC/Arena,35.225,-80.84139,1
1748737,110517505,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514587.76671774435 3897842.9688581997),3,3rd St/Convention,35.22361,-80.84306,1
1748738,110517506,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514600.0174525002 3897852.018204274),1,7th Street,35.22722,-80.83806,1
1748738,110517506,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514600.0174525002 3897852.018204274),2,CTC/Arena,35.225,-80.84139,1
1748738,110517506,MAPLE: RED,6.0,1,1016 N CALDWELL ST,POINT (514600.0174525002 3897852.018204274),3,3rd St/Convention,35.22361,-80.84306,1
1748739,110517507,MAPLE: RED,6.0,1,,POINT (514609.7224699068 3897861.900698366),1,7th Street,35.22722,-80.83806,1
1748739,110517507,MAPLE: RED,6.0,1,,POINT (514609.7224699068 3897861.900698366),2,CTC/Arena,35.225,-80.84139,1
1748739,110517507,MAPLE: RED,6.0,1,,POINT (514609.7224699068 3897861.900698366),3,3rd St/Convention,35.22361,-80.84306,1
1748740,110517508,MAPLE: RED,2.0,1,,POINT (514629.34618805075 3897846.812227284),1,7th Street,35.22722,-80.83806,1
1748740,110517508,MAPLE: RED,2.0,1,,POINT (514629.34618805075 3897846.812227284),2,CTC/Arena,35.225,-80.84139,1
1748740,110517508,MAPLE: RED,2.0,1,,POINT (514629.34618805075 3897846.812227284),3,3rd St/Convention,35.22361,-80.84306,1
1748741,110517509,MAPLE: RED,2.0,1,,POINT (514612.64683774475 3897832.3293055925),1,7th Street,35.22722,-80.83806,1
1748741,110517509,MAPLE: RED,2.0,1,,POINT (514612.64683774475 3897832.3293055925),2,CTC/Arena,35.225,-80.84139,1
1748741,110517509,MAPLE: RED,2.0,1,,POINT (514612.64683774475 3897832.3293055925),3,3rd St/Convention,35.22361,-80.84306,1
1748742,110517510,MAPLE: RED,12.0,1,,POINT (514606.3636193634 3897826.365998277),1,7th Street,35.22722,-80.83806,1
1748742,110517510,MAPLE: RED,12.0,1,,POINT (514606.3636193634 3897826.365998277),2,CTC/Arena,35.225,-80.84139,1
1748742,110517510,MAPLE: RED,12.0,1,,POINT (514606.3636193634 3897826.365998277),3,3rd St/Convention,35.22361,-80.84306,1
1748743,110517511,MAPLE: RED,3.0,1,,POINT (514600.2661854676 3897821.9512307867),1,7th Street,35.22722,-80.83806,1
1748743,110517511,MAPLE: RED,3.0,1,,POINT (514600.2661854676 3897821.9512307867),2,CTC/Arena,35.225,-80.84139,1
1748743,110517511,MAPLE: RED,3.0,1,,POINT (514600.2661854676 3897821.9512307867),3,3rd St/Convention,35.22361,-80.84306,1
1748744,110517512,MAPLE: RED,10.0,1,,POINT (514580.339725413 3897805.2661307114),1,7th Street,35.22722,-80.83806,1
1748744,110517512,MAPLE: RED,10.0,1,,POINT (514580.339725413 3897805.2661307114),2,CTC/Arena,35.225,-80.84139,1
1748744,110517512,MAPLE: RED,10.0,1,,POINT (514580.339725413 3897805.2661307114),3,3rd St/Convention,35.22361,-80.84306,1
1748745,110517513,MAPLE: RED,10.0,1,,POINT (514576.18059508567 3897801.4799779803),1,7th Street,35.22722,-80.83806,1
1748745,110517513,MAPLE: RED,10.0,1,,POINT (514576.18059508567 3897801.4799779803),2,CTC/Arena,35.225,-80.84139,1
1748745,110517513,MAPLE: RED,10.0,1,,POINT (514576.18059508567 3897801.4799779803),3,3rd St/Convention,35.22361,-80.84306,1
1748746,110517514,MAPLE: RED,14.0,1,,POINT (514352.66960801353 3897772.699561948),2,CTC/Arena,35.225,-80.84139,1
1748746,110517514,MAPLE: RED,14.0,1,,POINT (514352.66960801353 3897772.699561948),3,3rd St/Convention,35.22361,-80.84306,1
1748746,110517514,MAPLE: RED,14.0,1,,POINT (514352.66960801353 3897772.699561948),4,Brooklyn Village,35.22139,-80.84694,1
1748747,110517515,MAPLE: RED,15.0,1,,POINT (514344.0160058788 3897765.2743900632),2,CTC/Arena,35.225,-80.84139,1
1748747,110517515,MAPLE: RED,15.0,1,,POINT (514344.0160058788 3897765.2743900632),3,3rd St/Convention,35.22361,-80.84306,1
1748747,110517515,MAPLE: RED,15.0,1,,POINT (514344.0160058788 3897765.2743900632),4,Brooklyn Village,35.22139,-80.84694,1
1748748,110517516,MAPLE: RED,12.0,1,,POINT (514336.58215600514 3897758.214771697),2,CTC/Arena,35.225,-80.84139,1
1748748,110517516,MAPLE: RED,12.0,1,,POINT (514336.58215600514 3897758.214771697),3,3rd St/Convention,35.22361,-80.84306,1
1748748,110517516,MAPLE: RED,12.0,1,,POINT (514336.58215600514 3897758.214771697),4,Brooklyn Village,35.22139,-80.84694,1
1748749,110517517,MAPLE: RED,3.0,1,,POINT (514421.52796376334 3897658.4128236533),2,CTC/Arena,35.225,-80.84139,1
