INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,index_right,name,lat,lon,tempmax,tempmin,temp,precip,precipcover,cloudcover,humidity,windspeed,visibility,snow,conditions
20220330-2343-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Public/Non-Residential,Air/Bus/Train Terminal,Other Unlisted Non-Criminal,2022-03-30,2022,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,75.1,47.1,59.1,0.0,0.0,79.0,59.9,20.1,9.4,0.0,Partially cloudy
20220330-2343-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Public/Non-Residential,Air/Bus/Train Terminal,Other Unlisted Non-Criminal,2022-03-30,2022,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,75.1,47.1,59.1,0.0,0.0,79.0,59.9,20.1,9.4,0.0,Partially cloudy
20180314-1359-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Office,Other Unlisted Non-Criminal,2018-03-14,2018,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,46.8,29.9,39.1,0.005,4.17,54.3,47.9,18.9,9.6,0.0,"Snow, Rain, Partially cloudy"
20180314-1359-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Office,Other Unlisted Non-Criminal,2018-03-14,2018,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,46.8,29.9,39.1,0.005,4.17,54.3,47.9,18.9,9.6,0.0,"Snow, Rain, Partially cloudy"
20201212-1707-01,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2020-12-12,2020,17,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),1,7th Street,35.22722,-80.83806,66.2,46.7,55.2,0.0,0.0,72.4,72.3,12.8,9.4,0.0,Partially cloudy
20201212-1707-01,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2020-12-12,2020,17,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),2,CTC/Arena,35.225,-80.84139,66.2,46.7,55.2,0.0,0.0,72.4,72.3,12.8,9.4,0.0,Partially cloudy
20201212-1707-01,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2020-12-12,2020,17,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),3,3rd St/Convention,35.22361,-80.84306,66.2,46.7,55.2,0.0,0.0,72.4,72.3,12.8,9.4,0.0,Partially cloudy
20251218-2251-02,300 N BREVARD ST,28202,35.23,-80.84,Central,476,Parking Lot,Open Area,Other - Open Area,Drug/Narcotic Violations,2025-12-18,2025,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837768 35.226161),0,9th Street,35.2297,-80.835,59.9,42.0,50.6,0.439,37.5,55.4,82.5,12.4,6.3,0.0,"Rain, Partially cloudy"
20251218-2251-02,300 N BREVARD ST,28202,35.23,-80.84,Central,476,Parking Lot,Open Area,Other - Open Area,Drug/Narcotic Violations,2025-12-18,2025,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837768 35.226161),1,7th Street,35.22722,-80.83806,59.9,42.0,50.6,0.439,37.5,55.4,82.5,12.4,6.3,0.0,"Rain, Partially cloudy"
20251218-2251-02,300 N BREVARD ST,28202,35.23,-80.84,Central,476,Parking Lot,Open Area,Other - Open Area,Drug/Narcotic Violations,2025-12-18,2025,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837768 35.226161),2,CTC/Arena,35.225,-80.84139,59.9,42.0,50.6,0.439,37.5,55.4,82.5,12.4,6.3,0.0,"Rain, Partially cloudy"
20170725-1400-00,100 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Simple Assault,2017-07-25,2017,14,Weekday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,92.7,73.2,83.8,0.0,0.0,58.8,65.6,8.2,9.3,0.0,Partially cloudy
20170725-1400-00,100 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Simple Assault,2017-07-25,2017,14,Weekday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,92.7,73.2,83.8,0.0,0.0,58.8,65.6,8.2,9.3,0.0,Partially cloudy
20251218-1641-04,1500 SOUTH BV,28203,35.21,-80.85,Central,3,Parking Lot,Retail,Convenience Store,Damage/Vandalism Of Property,2025-12-18,2025,16,Weekday,1,Property Theft and Vandalism,POINT (-80.854568 35.214569),6,Bland,35.21583,-80.85528,60.0,42.1,50.6,0.452,37.5,55.1,82.5,12.5,6.2,0.0,"Rain, Partially cloudy"
20190315-0356-01,100 W 6TH ST,28202,35.23,-80.84,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Aggravated Assault,2019-03-15,2019,3,Weekday,4,Sexual Violent Crimes,POINT (-80.840838 35.228772),1,7th Street,35.22722,-80.83806,67.9,56.8,64.1,0.117,29.17,76.6,75.8,16.9,9.1,0.0,"Rain, Partially cloudy"
20190315-0356-01,100 W 6TH ST,28202,35.23,-80.84,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Aggravated Assault,2019-03-15,2019,3,Weekday,4,Sexual Violent Crimes,POINT (-80.840838 35.228772),2,CTC/Arena,35.225,-80.84139,67.9,56.8,64.1,0.117,29.17,76.6,75.8,16.9,9.1,0.0,"Rain, Partially cloudy"
20220107-0917-05,600 N CHURCH ST,28202,35.23,-80.84,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2022-01-07,2022,9,Weekday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),0,9th Street,35.2297,-80.835,49.7,30.6,37.7,0.0,0.0,33.5,46.0,14.6,9.9,0.0,Partially cloudy
20250214-1240-01,100 W TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,All Other Thefts,2025-02-14,2025,12,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,50.0,33.5,41.9,0.0,0.0,27.8,46.0,10.5,9.9,0.0,Partially cloudy
20250214-1240-01,100 W TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,All Other Thefts,2025-02-14,2025,12,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,50.0,33.5,41.9,0.0,0.0,27.8,46.0,10.5,9.9,0.0,Partially cloudy
20220516-1809-02,200 E BLAND ST,28203,35.22,-80.85,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2022-05-16,2022,18,Weekday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),6,Bland,35.21583,-80.85528,84.2,64.6,74.4,0.026,8.33,56.1,67.8,10.8,9.8,0.0,"Rain, Partially cloudy"
20200603-0830-01,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Outdoors,Commercial Place,Hotel/Motel,Damage/Vandalism Of Property,2020-06-03,2020,8,Weekday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,87.5,67.0,78.2,0.0,0.0,29.7,64.2,10.9,9.9,0.0,Partially cloudy
20200601-0740-01,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Outdoors,Open Area,Public Park/Playground,Damage/Vandalism Of Property,2020-06-01,2020,7,Weekday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,78.9,57.0,68.4,0.0,0.0,23.5,49.6,14.1,9.9,0.0,Partially cloudy
20191216-0935-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2019-12-16,2019,9,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,69.1,43.5,56.1,0.0,0.0,50.5,73.1,13.0,9.2,0.0,Partially cloudy
20191216-0935-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2019-12-16,2019,9,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,69.1,43.5,56.1,0.0,0.0,50.5,73.1,13.0,9.2,0.0,Partially cloudy
20191216-0935-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2019-12-16,2019,9,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,69.1,43.5,56.1,0.0,0.0,50.5,73.1,13.0,9.2,0.0,Partially cloudy
20180527-0245-02,200 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Intimidation,2018-05-27,2018,2,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,83.6,71.3,76.6,0.0,0.0,79.3,80.2,12.0,9.7,0.0,Partially cloudy
20180527-0245-02,200 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Intimidation,2018-05-27,2018,2,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,83.6,71.3,76.6,0.0,0.0,79.3,80.2,12.0,9.7,0.0,Partially cloudy
20180527-0245-02,200 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Intimidation,2018-05-27,2018,2,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,83.6,71.3,76.6,0.0,0.0,79.3,80.2,12.0,9.7,0.0,Partially cloudy
20241017-0714-04,100 N TRYON ST,28202,35.23,-80.84,Central,476,Other,Commercial Place,Other - Commercial Place,Trespass Of Real Property,2024-10-17,2024,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,62.8,39.5,50.0,0.0,0.0,3.7,58.5,11.9,9.9,0.0,Clear
20241017-0714-04,100 N TRYON ST,28202,35.23,-80.84,Central,476,Other,Commercial Place,Other - Commercial Place,Trespass Of Real Property,2024-10-17,2024,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,62.8,39.5,50.0,0.0,0.0,3.7,58.5,11.9,9.9,0.0,Clear
20190807-1310-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2019-08-07,2019,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,91.3,72.8,80.9,0.001,4.17,44.6,68.6,8.3,9.4,0.0,"Rain, Partially cloudy"
20190807-1310-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Other - Public/Non-Residential,Other Unlisted Non-Criminal,2019-08-07,2019,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,91.3,72.8,80.9,0.001,4.17,44.6,68.6,8.3,9.4,0.0,"Rain, Partially cloudy"
20211011-1513-07,600 E 7TH ST,28202,35.23,-80.83,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,2021-10-11,2021,15,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83476 35.22524),1,7th Street,35.22722,-80.83806,71.0,60.9,66.4,0.0,0.0,75.3,82.5,9.1,9.6,0.0,Partially cloudy
20170418-0722-00,300 S TRYON ST,28202,35.23,-80.85,Central,476,Outdoors,Commercial Place,Financial Institution,All Other Thefts,2017-04-18,2017,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),2,CTC/Arena,35.225,-80.84139,70.2,64.1,67.4,0.0,0.0,82.0,67.1,13.8,9.9,0.0,Partially cloudy
20170418-0722-00,300 S TRYON ST,28202,35.23,-80.85,Central,476,Outdoors,Commercial Place,Financial Institution,All Other Thefts,2017-04-18,2017,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),3,3rd St/Convention,35.22361,-80.84306,70.2,64.1,67.4,0.0,0.0,82.0,67.1,13.8,9.9,0.0,Partially cloudy
20170802-0214-00,200 S CHURCH ST,28202,35.23,-80.85,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2017-08-02,2017,2,Weekday,1,Property Theft and Vandalism,POINT (-80.845307 35.22733),2,CTC/Arena,35.225,-80.84139,85.9,66.7,75.9,0.0,0.0,62.2,71.4,5.4,9.9,0.0,Partially cloudy
20170802-0214-00,200 S CHURCH ST,28202,35.23,-80.85,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2017-08-02,2017,2,Weekday,1,Property Theft and Vandalism,POINT (-80.845307 35.22733),3,3rd St/Convention,35.22361,-80.84306,85.9,66.7,75.9,0.0,0.0,62.2,71.4,5.4,9.9,0.0,Partially cloudy
20230408-0434-02,600 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2023-04-08,2023,4,Saturday,1,Property Theft and Vandalism,POINT (-80.836581 35.23009),0,9th Street,35.2297,-80.835,46.0,42.2,43.9,1.199,70.83,100.0,86.3,18.0,6.3,0.0,"Rain, Overcast"
20200310-2212-00,1400 S TRYON ST,28203,35.22,-80.86,Central,339,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2020-03-10,2020,22,Weekday,4,Sexual Violent Crimes,POINT (-80.855588 35.216686),6,Bland,35.21583,-80.85528,68.1,57.0,61.4,0.04,12.5,59.2,66.7,16.2,9.8,0.0,"Rain, Partially cloudy"
20220208-0717-05,200 S COLLEGE ST,28244,35.23,-80.84,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2022-02-08,2022,7,Weekday,1,Property Theft and Vandalism,POINT (-80.843098 35.225467),2,CTC/Arena,35.225,-80.84139,53.8,33.8,41.5,0.0,0.0,57.8,72.7,10.1,6.4,0.0,Partially cloudy
20220208-0717-05,200 S COLLEGE ST,28244,35.23,-80.84,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2022-02-08,2022,7,Weekday,1,Property Theft and Vandalism,POINT (-80.843098 35.225467),3,3rd St/Convention,35.22361,-80.84306,53.8,33.8,41.5,0.0,0.0,57.8,72.7,10.1,6.4,0.0,Partially cloudy
20240325-1115-02,600 S COLLEGE ST,28202,35.22,-80.85,Central,476,Other,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2024-03-25,2024,11,Weekday,1,Property Theft and Vandalism,POINT (-80.847424 35.222488),3,3rd St/Convention,35.22361,-80.84306,60.2,38.4,49.8,0.0,0.0,69.4,45.7,12.0,9.9,0.0,Partially cloudy
20240325-1115-02,600 S COLLEGE ST,28202,35.22,-80.85,Central,476,Other,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2024-03-25,2024,11,Weekday,1,Property Theft and Vandalism,POINT (-80.847424 35.222488),4,Brooklyn Village,35.22139,-80.84694,60.2,38.4,49.8,0.0,0.0,69.4,45.7,12.0,9.9,0.0,Partially cloudy
20210127-0031-01,600 N CHURCH ST,28201,35.23,-80.84,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2021-01-27,2021,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),0,9th Street,35.2297,-80.835,60.5,44.2,51.3,0.247,25.0,92.2,85.8,13.4,7.0,0.0,"Rain, Overcast"
20231222-1138-00,200 E 7TH ST,28210,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Theft of Motor Vehicle Parts from Vehicle,2023-12-22,2023,11,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),0,9th Street,35.2297,-80.835,58.0,34.1,45.2,0.0,0.0,57.9,50.6,6.8,9.8,0.0,Partially cloudy
20231222-1138-00,200 E 7TH ST,28210,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Theft of Motor Vehicle Parts from Vehicle,2023-12-22,2023,11,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),1,7th Street,35.22722,-80.83806,58.0,34.1,45.2,0.0,0.0,57.9,50.6,6.8,9.8,0.0,Partially cloudy
20231222-1138-00,200 E 7TH ST,28210,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Theft of Motor Vehicle Parts from Vehicle,2023-12-22,2023,11,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),2,CTC/Arena,35.225,-80.84139,58.0,34.1,45.2,0.0,0.0,57.9,50.6,6.8,9.8,0.0,Partially cloudy
20221130-1431-01,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2022-11-30,2022,14,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,62.1,44.1,53.9,1.143,41.67,75.2,78.5,14.4,7.2,0.0,"Rain, Partially cloudy"
20221130-1431-01,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2022-11-30,2022,14,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,62.1,44.1,53.9,1.143,41.67,75.2,78.5,14.4,7.2,0.0,"Rain, Partially cloudy"
20200901-1214-04,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2020-09-01,2020,12,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,88.0,74.1,80.2,0.019,16.67,70.0,79.6,7.0,9.2,0.0,"Rain, Partially cloudy"
20240308-1052-03,900 N COLLEGE ST,28206,35.23,-80.83,Central,476,Indoors,Residential,Other - Residential,All Other Thefts,2024-03-08,2024,10,Weekday,1,Property Theft and Vandalism,POINT (-80.832622 35.232917),0,9th Street,35.2297,-80.835,61.9,54.1,57.4,0.011,4.17,89.9,78.4,10.4,9.8,0.0,"Rain, Partially cloudy"
20240128-2151-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Drug Equipment Violations,2024-01-28,2024,21,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),1,7th Street,35.22722,-80.83806,63.9,43.3,54.6,0.003,12.5,67.5,65.9,17.0,9.5,0.0,"Rain, Partially cloudy"
20240128-2151-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Drug Equipment Violations,2024-01-28,2024,21,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),2,CTC/Arena,35.225,-80.84139,63.9,43.3,54.6,0.003,12.5,67.5,65.9,17.0,9.5,0.0,"Rain, Partially cloudy"
20240128-2151-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Drug Equipment Violations,2024-01-28,2024,21,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),3,3rd St/Convention,35.22361,-80.84306,63.9,43.3,54.6,0.003,12.5,67.5,65.9,17.0,9.5,0.0,"Rain, Partially cloudy"
20200818-0706-00,100 W TREMONT AV,28203,35.21,-80.86,Central,338,Other,Residential,Apartment/Duplex Private Res,All Other Thefts,2020-08-18,2020,7,Weekday,1,Property Theft and Vandalism,POINT (-80.860549 35.210487),7,East/West,35.21194,-80.85917,88.1,66.7,77.6,0.0,0.0,37.2,66.9,10.0,9.5,0.0,Partially cloudy
20250420-0344-02,600 E TRADE ST,28202,35.22,-80.84,Central,476,Parking Deck,Public/Non-Residential,Government Building,Trespass Of Real Property,2025-04-20,2025,3,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,83.0,64.1,73.2,0.0,0.0,66.0,62.9,12.7,9.9,0.0,Partially cloudy
20250420-0344-02,600 E TRADE ST,28202,35.22,-80.84,Central,476,Parking Deck,Public/Non-Residential,Government Building,Trespass Of Real Property,2025-04-20,2025,3,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,83.0,64.1,73.2,0.0,0.0,66.0,62.9,12.7,9.9,0.0,Partially cloudy
20211201-2128-00,300 S TRYON ST,28282,35.23,-80.85,Central,476,Indoors,Commercial Place,Financial Institution,Identity Theft,2021-12-01,2021,21,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),2,CTC/Arena,35.225,-80.84139,66.5,34.9,50.9,0.0,0.0,45.2,60.9,11.0,9.8,0.0,Partially cloudy
20211201-2128-00,300 S TRYON ST,28282,35.23,-80.85,Central,476,Indoors,Commercial Place,Financial Institution,Identity Theft,2021-12-01,2021,21,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),3,3rd St/Convention,35.22361,-80.84306,66.5,34.9,50.9,0.0,0.0,45.2,60.9,11.0,9.8,0.0,Partially cloudy
20170226-1915-00,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-02-26,2017,19,Sunday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,57.0,33.5,46.2,0.0,0.0,13.2,31.2,7.7,9.9,0.0,Clear
20170226-1915-00,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-02-26,2017,19,Sunday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,57.0,33.5,46.2,0.0,0.0,13.2,31.2,7.7,9.9,0.0,Clear
20170226-1915-00,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-02-26,2017,19,Sunday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,57.0,33.5,46.2,0.0,0.0,13.2,31.2,7.7,9.9,0.0,Clear
20250220-1001-03,2000 SOUTH BV,28203,35.21,-80.86,Central,3,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,False Pretenses/Swindle,2025-02-20,2025,10,Weekday,0,Fraudulent Financial Crimes,POINT (-80.859833 35.209772),7,East/West,35.21194,-80.85917,38.7,25.0,30.5,0.019,12.5,65.0,59.1,20.9,8.9,0.0,"Snow, Rain, Partially cloudy"
20250904-1134-01,1800 SOUTH BV,28202,35.21,-80.86,Central,3,Outdoors,Public/Non-Residential,Church/Synagogue/Temple,Other Unlisted Non-Criminal,2025-09-04,2025,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.857709 35.211751),7,East/West,35.21194,-80.85917,84.9,62.5,73.1,1.002,12.5,25.7,68.0,14.7,9.3,0.0,"Rain, Partially cloudy"
20240323-0801-00,2100 HAWKINS ST,28203,35.21,-80.86,Central,338,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,2024-03-23,2024,8,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.86189 35.210672),7,East/West,35.21194,-80.85917,67.6,48.5,58.9,0.618,37.5,84.9,73.6,17.1,6.9,0.0,"Rain, Partially cloudy"
20190829-1656-01,400 E MOREHEAD ST,28202,35.22,-80.85,Providence,3,Parking Lot,Commercial Place,Fitness Center,Other Unlisted Non-Criminal,2019-08-29,2019,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.848905 35.218651),4,Brooklyn Village,35.22139,-80.84694,84.7,63.8,73.7,0.0,0.0,8.6,58.1,11.2,9.9,0.0,Clear
20190829-1656-01,400 E MOREHEAD ST,28202,35.22,-80.85,Providence,3,Parking Lot,Commercial Place,Fitness Center,Other Unlisted Non-Criminal,2019-08-29,2019,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.848905 35.218651),5,Carson,35.21889,-80.85083,84.7,63.8,73.7,0.0,0.0,8.6,58.1,11.2,9.9,0.0,Clear
20200706-0916-04,900 N COLLEGE ST,28202,35.23,-80.83,Central,476,Outdoors,Open Area,Street/Highway,Drug Equipment Violations,2020-07-06,2020,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832622 35.232917),0,9th Street,35.2297,-80.835,87.7,69.1,77.8,0.024,4.17,49.5,71.3,12.8,9.8,0.0,"Rain, Partially cloudy"
20190117-1140-00,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Fitness Center,All Other Thefts,2019-01-17,2019,11,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),2,CTC/Arena,35.225,-80.84139,48.6,34.8,41.1,0.087,16.67,62.2,74.9,8.1,8.9,0.0,"Rain, Partially cloudy"
20190117-1140-00,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Fitness Center,All Other Thefts,2019-01-17,2019,11,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),3,3rd St/Convention,35.22361,-80.84306,48.6,34.8,41.1,0.087,16.67,62.2,74.9,8.1,8.9,0.0,"Rain, Partially cloudy"
20190117-1140-00,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Fitness Center,All Other Thefts,2019-01-17,2019,11,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),4,Brooklyn Village,35.22139,-80.84694,48.6,34.8,41.1,0.087,16.67,62.2,74.9,8.1,8.9,0.0,"Rain, Partially cloudy"
20230625-1626-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2023-06-25,2023,16,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),1,7th Street,35.22722,-80.83806,88.7,67.6,78.6,0.0,0.0,45.6,64.2,10.5,9.9,0.0,Partially cloudy
20230625-1626-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2023-06-25,2023,16,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),2,CTC/Arena,35.225,-80.84139,88.7,67.6,78.6,0.0,0.0,45.6,64.2,10.5,9.9,0.0,Partially cloudy
